twitter_id,party
1010616057932013571,D
941080085121175552,D
26778110,R
18166778,R
976969338,R
172858784,D
581141508,D
2966765501,R
232992031,D
935368364,R
1339931490,D
710820198606106624,R
816683274076614656,R
1055907624,D
816298918468259841,D
816282029276938240,D
1045110018,D
1058917562,D
112740986,D
18277655,R
48117116,R
219429281,R
33537967,D
456636692,R
814179031956488192,D
1058717720,D
317386234,R
24905240,R
246341769,R
3686482216,R
1069124515,R
855240223432769538,D
584012853,R
613725908,R
18909919,D
225921757,R
404132211,D
50452197,D
15394954,R
2863006655,D
818472418620608512,D
242836537,D
248735463,D
88784440,R
34715823,R
25781141,D
801255835,R
29450962,D
3044993235,D
1009269193,D
510516465,D
267938462,D
1444015610,R
2914163523,R
343171266,R
1055730738,D
221792092,D
242772524,R
1849261916,R
368472546,D
19318314,D
130901013,D
2962994194,R
258900199,D
1072467470,D
234374703,D
23976316,R
21406834,D
1240107944,R
975200486,R
814103950404239360,R
38254095,D
19394188,R
15428227,R
16160352,D
26424123,R
50152441,R
516880804,D
1249982359,R
816181091673448448,D
242426145,D
27676828,R
240427862,R
385429543,D
482450423,R
963480595,R
103868633,R
18695134,D
1051127714,D
29201047,D
18268819,R
2696643955,R
2964526557,R
22669526,D
18632666,R
977247448820305920,D
248495200,D
1060370282,R
18061669,R
150078976,D
796183515998068736,D
2685397856,R
293131808,D
161411080,D
442824717,D
20597460,D
2930635215,R
114388293,R
1055685948,D
3122099613,D
880480631108644864,R
23600262,D
344972339,R
808416682972770304,D
342863309,D
20053279,R
299883942,R
31801993,D
2861616083,R
796736612554117120,D
74508260,D
216881337,R
89001820,R
1155335864,D
38978018,R
15764644,D
2863210809,R
20552026,D
459755446,R
236511574,D
1135486501,D
115676070,D
14984637,D
950328072,R
2724095695,D
309070309,D
74198348,R
2932617195,R
15361570,D
18915145,R
25086658,R
155669457,D
829782369670410240,R
56864092,D
3026622545,R
806906355214852096,D
2847221717,R
486694111,D
252819323,R
2337241560,R
2970462034,D
1058345042,R
267854863,D
1096059529,R
75364211,R
69086398,R
17976923,R
52503751,R
550401754,R
33977070,R
19139963,R
17544524,R
816111677917851649,R
23970171,R
14275291,R
4749863113,D
3537275536,R
1155212191,R
2955485182,R
834069080,R
479872233,D
246769138,R
15745368,R
1089859058,D
305620929,D
305216911,D
2966758114,R
828977216595849216,R
18916432,R
13491312,D
926446070812602371,D
312134473,D
1499993378,R
364415553,D
1480852568,R
1209417007,R
1067541214671577093,D
24195214,D
47747074,D
29501253,D
1071840474,D
20545793,D
17494010,D
229197216,R
110755266,R
272465994,R
161791703,D
217543151,R
851621377,R
33563161,D
986781648,R
24735461,R
381152398,D
109287731,D
154139987,D
21111098,R
30216513,D
15600527,R
365922043,R
20747881,D
18696134,D
63169388,D
58928690,D
296245061,R
1289319271,R
181621546,R
15856366,R
47724293,D
41417564,R
818713465653051392,D
24913074,D
20113797,D
109579534,R
1072008757,R
211420609,R
15141113,R
2891210047,R
816705409486618624,D
942156122,D
1037321378,D
9115312,R
515822213,D
82453460,D
18967498,R
303861808,D
1137590713,R
296361085,R
912608010,R
22195441,R
242873057,R
17907578,D
84119348,D
26062385,R
236279233,D
19936673,R
51228911,R
60828944,D
124224165,R
36676406,R
18137749,D
1260172386,D
1074129612,D
1083448909,D
164369297,D
193872188,D
1051446626,R
237862972,R
32010840,R
2966205003,R
1065995022,R
2327941633,R
85726335,D
7429102,D
970207298,D
115979444,D
36686040,D
2968451607,D
1058051748,R
281540744,R
1410590874,D
518644221,R
2852998461,R
242555999,D
264219447,R
533324996,D
1077446982,R
234014087,D
254082173,R
46184745,R
234469322,R
2382685057,R
250188760,D
234763384,D
252819642,R
1071900114,R
314205957,R
802612183209111552,R
234128524,R
2750127259,R
827258161841135623,R
25073877,R
813286,D
1339835893,D
409486555,D
1068481578,D
216776631,D
