user_id	reply_to	count
819227166281826306	150078976	1
819227166281826306	115564212	1
819227166281826306	1099199839	1
819227166281826306	31801993	1
819227166281826306	817076257770835968	1
819227166281826306	237763317	1
819227166281826306	16160352	1
819227166281826306	37920978	1
819227166281826306	47747074	1
819227166281826306	130617778	1
819227166281826306	15808765	2
819227166281826306	56864092	1
819227166281826306	2467791	1
819227166281826306	299802277	1
819227166281826306	50452197	1
819227166281826306	19611483	1
819227166281826306	16664681	1
819227166281826306	33537967	1
819227166281826306	18227519	1
819227166281826306	202206694	1
819227166281826306	114896223	1
819227166281826306	17454769	1
819227166281826306	818876014390603776	1
819227166281826306	11856892	1
756521418108637184	713839291210792960	4
756521418108637184	759251	36
756521418108637184	16012783	19
756521418108637184	19568591	14
756521418108637184	757893380	2
756521418108637184	158426909	2
756521418108637184	93069110	10
756521418108637184	47747074	1
756521418108637184	39344374	1
756521418108637184	138809881	1
756521418108637184	25073877	72
756521418108637184	2467791	37
756521418108637184	382685028	1
756521418108637184	15463671	2
756521418108637184	9300262	88
756521418108637184	906270633671176192	1
756521418108637184	11134252	2
756521418108637184	132339474	1
756521418108637184	2964174789	3
756521418108637184	935033864	3
756521418108637184	963480595	2
756521418108637184	234374703	1
756521418108637184	55355654	25
756521418108637184	13850422	57
756521418108637184	216881337	2
756521418108637184	59331128	4
756521418108637184	138203134	1
756521418108637184	182503471	2
756521418108637184	15458694	8
756521418108637184	29201047	1
756521418108637184	150078976	3
756521418108637184	136550204	1
756521418108637184	1058520120	1
756521418108637184	1074480192	1
756521418108637184	126722715	1
756521418108637184	16017475	1
756521418108637184	21059255	1
756521418108637184	1917731	241
756521418108637184	148529707	1
756521418108637184	32871086	5
756521418108637184	756521418108637184	12
756521418108637184	22203756	3
756521418108637184	9130702	1
756521418108637184	113047940	2
756521418108637184	15727317	1
756521418108637184	23022687	3
756521418108637184	22129280	1
756521418108637184	22771961	1
756521418108637184	14412533	4
756521418108637184	16686144	2
756521418108637184	18020081	7
756521418108637184	15745368	5
756521418108637184	33537967	1
756521418108637184	51241574	2
756521418108637184	2922928743	1
756521418108637184	14335880	1
756521418108637184	1367531	4
756521418108637184	92186819	1
756521418108637184	13493302	1
756521418108637184	224320485	1
756521418108637184	2884771	1
756521418108637184	227837742	12
756521418108637184	1176994477	7
756521418108637184	4923811	1
756521418108637184	34713362	1
756521418108637184	29501253	2
756521418108637184	1375289149	7
756521418108637184	171968009	3
756521418108637184	71294756	1
756521418108637184	518254771	1
756521418108637184	244655353	7
756521418108637184	49698134	1
756521418108637184	30354991	1
756521418108637184	834081571493785600	1
756521418108637184	104914594	1
756521418108637184	14529929	5
756521418108637184	37666984	1
756521418108637184	15416505	41
756521418108637184	42995067	2
756521418108637184	3108351	1
756521418108637184	31127446	2
756521418108637184	352548417	5
756521418108637184	18695134	1
756521418108637184	818910970567344128	1
756521418108637184	86129724	1
756521418108637184	5695632	1
756521418108637184	21251668	1
756521418108637184	20713061	9
756521418108637184	36654245	21
756521418108637184	196168350	2
756521418108637184	18916432	7
756521418108637184	19847765	1
756521418108637184	60919240	1
756521418108637184	49204865	1
756521418108637184	22799750	2
756521418108637184	36890646	1
756521418108637184	85131054	1
756521418108637184	4797361833	2
756521418108637184	16051471	1
756521418108637184	15808765	1
756521418108637184	14135426	7
756521418108637184	18247062	2
756521418108637184	874916178	1
756521418108637184	14377605	1
756521418108637184	1051396218	1
756521418108637184	20608910	1
756521418108637184	254117355	1
756521418108637184	2852998461	1
756521418108637184	34310801	1
756521418108637184	970207298	1
756521418108637184	471672239	1
756521418108637184	35218566	2
756521418108637184	361342191	1
756521418108637184	30313925	1
756521418108637184	125453969	1
486801537	16125224	2
486801537	470792609	3
486801537	486801537	9
486801537	19186003	2
486801537	13524182	2
486801537	136550204	1
486801537	3018670151	1
486801537	142721190	10
486801537	2800581040	1
486801537	15446531	1
486801537	191469176	2
486801537	25073877	3
486801537	136337303	1
486801537	19268706	2
486801537	31127446	1
486801537	14845376	1
486801537	1074480192	1
486801537	21982720	1
151519500	151519500	40
151519500	31310158	1
27787539	11134252	1
27787539	15220768	1
27787539	29501253	6
27787539	25073877	9
27787539	432895323	4
27787539	14007532	1
27787539	93069110	1
27787539	21059255	3
27787539	803694179079458816	1
27787539	50769180	1
27787539	428333	1
27787539	965266179836252161	1
27787539	834081571493785600	1
27787539	27787539	4
27787539	14173315	1
27787539	41634520	1
27787539	1339835893	1
1068499286	1068499286	128
1068499286	109025212	2
1068499286	35829796	1
1068499286	2970279814	1
1068499286	1222257180	1
1038188481808191488	292929271	1
2097571	2097571	25
990380498	1917731	1
990380498	1249982359	1
990380498	15207668	1
990380498	50769180	1
990380498	15458694	1
990380498	20818801	1
990380498	990380498	4
990380498	5392522	2
990380498	35773039	1
990380498	9300262	1
990380498	234374703	1
23593446	23593446	208
23593446	476256944	1
23593446	30354991	1
23593446	25073877	9
23593446	818927131883356161	1
23593446	2962868158	1
23593446	132339474	1
23593446	816833925456789505	1
23593446	242555999	1
23593446	922794040097206272	2
48759424	104914594	1
48759424	50769180	1
48759424	48759424	2
48759424	942156122	1
48759424	997684836	1
48759424	18166778	1
48759424	1249982359	1
48759424	432895323	2
48759424	196168350	1
48759424	15441965	1
48759424	25073877	1
2295071400	2295071400	9
529007279	292929271	1
529007279	432895323	1
529007279	25073877	3
529007279	4207961	1
529007279	110445334	1
529007279	14529929	1
1029702390	17995040	11
1029702390	71627462	8
1029702390	975200486	6
1029702390	25073877	16
1029702390	1029702390	63
1029702390	5392522	1
1029702390	174110843	2
1029702390	2800581040	1
1029702390	816652616625168388	1
1029702390	16193222	8
1029702390	15361570	1
1029702390	155784594	2
1029702390	16303106	1
1029702390	13218102	4
1029702390	26548315	1
1029702390	50769180	21
1029702390	7270292	1
1029702390	963480595	10
1029702390	2750127259	1
1029702390	47747074	1
1029702390	1249982359	2
1029702390	218975278	1
1029702390	4207961	1
1029702390	21612122	1
1029702390	38936142	1
1029702390	246939630	2
1029702390	7702542	1
1029702390	1917731	5
1029702390	21252618	2
1029702390	14173315	2
1029702390	18166778	9
1029702390	233842454	4
1029702390	823367015830323201	1
1029702390	15446531	1
1029702390	2303751216	1
1029702390	2836421	1
1029702390	26487169	1
1029702390	1051396218	1
1029702390	28785486	1
1029702390	29501253	2
1029702390	59331128	1
1029702390	19926675	1
1029702390	21059255	1
1029702390	820354372827758592	1
1029702390	15012486	2
1029702390	818948638890217473	8
1029702390	5988062	1
1029702390	130496027	2
1029702390	15164565	2
1029702390	249787913	1
1029702390	29201047	2
1029702390	584012853	1
1029702390	10615232	2
1029702390	150078976	1
1029702390	457984599	3
1029702390	93069110	2
1029702390	15745368	3
1029702390	110445334	1
1029702390	834081571493785600	4
1029702390	262756641	2
1029702390	2964174789	1
1029702390	25101996	1
1029702390	46557945	2
1029702390	818910970567344128	4
1029702390	16056306	2
1029702390	818927131883356161	2
1029702390	19734832	1
1029702390	19268706	1
1029702390	11651202	1
1029702390	4119741	2
1029702390	18247062	1
1029702390	19914257	1
1029702390	216881337	1
1029702390	18916432	9
1029702390	65493023	1
1029702390	17006157	1
1029702390	48117116	3
1029702390	292929271	2
1029702390	48459553	1
1029702390	18622869	1
1029702390	15207668	1
1029702390	2922928743	1
1029702390	39344374	1
1029702390	11134252	3
1029702390	1367531	3
1029702390	158426909	1
1029702390	2863210809	2
1029702390	14412533	1
1029702390	217543151	1
1029702390	54412900	1
1029702390	22509548	1
1029702390	487297085	1
1029702390	3108351	1
1029702390	17800215	6
1029702390	398088661	1
1029702390	237862972	1
1029702390	29458079	1
1029702390	13850422	1
1029702390	14515799	1
1029702390	20713061	1
1029702390	22055226	6
1029702390	2467791	1
1029702390	832672006113931269	1
1029702390	37920978	1
1029702390	196168350	1
1029702390	14344823	3
1029702390	476256944	1
1029702390	14669951	1
47448886	15075999	1
47448886	4119741	1
47448886	71627462	1
32506723	32506723	2
32506723	19926675	1
32506723	52503751	1
32506723	18172905	1
32506723	213634439	1
32506723	20713061	1
32506723	7039122	1
161743731	161743731	65
22545491	22545491	40
22545491	17787705	1
22545491	1367531	1
22545491	874916178	1
1480852568	20522862	1
1480852568	71627462	3
1480852568	1480852568	18
1480852568	18646108	1
1480852568	26607712	1
1480852568	174110843	1
1480852568	14268812	1
1480852568	17995040	1
1480852568	14529929	1
876516739693121536	18247062	13
876516739693121536	216776631	1
876516739693121536	15207668	1
876516739693121536	467823431	1
876516739693121536	942156122	4
876516739693121536	963480595	10
876516739693121536	132339474	5
876516739693121536	196168350	3
876516739693121536	216881337	5
876516739693121536	33653195	1
876516739693121536	39344374	7
876516739693121536	20713061	6
876516739693121536	292929271	3
876516739693121536	30354991	2
876516739693121536	25073877	106
876516739693121536	112047805	1
876516739693121536	15416505	19
876516739693121536	248735463	1
876516739693121536	2467791	1
876516739693121536	210926192	1
876516739693121536	815985039485837312	1
876516739693121536	432895323	12
876516739693121536	9300262	5
876516739693121536	65493023	8
876516739693121536	10774652	8
876516739693121536	28785486	3
876516739693121536	16031927	5
876516739693121536	138203134	2
876516739693121536	19739126	5
876516739693121536	15212187	2
876516739693121536	38495835	9
876516739693121536	455764741	1
876516739693121536	23970102	3
876516739693121536	22771961	2
876516739693121536	18166778	17
876516739693121536	15745368	8
876516739693121536	41634520	11
876516739693121536	118756393	1
876516739693121536	19726613	4
876516739693121536	822215673812119553	2
876516739693121536	54412900	1
876516739693121536	18061669	1
876516739693121536	16815644	1
876516739693121536	14173315	1
876516739693121536	18983793	2
876516739693121536	876516739693121536	1
876516739693121536	262756641	1
876516739693121536	14377605	1
876516739693121536	713839291210792960	1
876516739693121536	16056306	4
876516739693121536	43919633	1
876516739693121536	2847221717	1
876516739693121536	29501253	1
876516739693121536	40302336	1
876516739693121536	457984599	1
876516739693121536	19568591	1
876516739693121536	21059255	1
876516739693121536	17494010	1
876516739693121536	7702542	4
876516739693121536	18805644	3
876516739693121536	50769180	16
876516739693121536	15075999	1
876516739693121536	1037321378	1
876516739693121536	17995040	1
876516739693121536	1367531	31
876516739693121536	15513604	21
876516739693121536	56749157	1
876516739693121536	20744708	64
876516739693121536	14529929	1
876516739693121536	16187637	1
876516739693121536	4207961	1
876516739693121536	71294756	1
876516739693121536	18916432	8
876516739693121536	247334603	3
876516739693121536	18695134	1
876516739693121536	117501995	1
876516739693121536	29201047	1
876516739693121536	15808765	1
876516739693121536	252819642	1
876516739693121536	242555999	1
876516739693121536	1055907624	1
876516739693121536	10615232	2
876516739693121536	17469289	1
876516739693121536	15115280	4
876516739693121536	242836537	1
876516739693121536	476256944	2
876516739693121536	853848660	1
876516739693121536	321774180	3
876516739693121536	807095	1
876516739693121536	4088681525	1
876516739693121536	223970563	2
876516739693121536	39155029	1
876516739693121536	19394188	1
876516739693121536	2836421	1
876516739693121536	259395895	1
876516739693121536	26487169	4
876516739693121536	1249982359	1
876516739693121536	2863210809	1
876516739693121536	11856032	1
876516739693121536	14135426	1
876516739693121536	16160352	1
876516739693121536	14839147	2
876516739693121536	18646108	1
876516739693121536	28628850	1
876516739693121536	237348797	1
876516739693121536	25101996	1
876516739693121536	29458079	1
4156294252	4156294252	4
4156294252	14669951	1
1733035142	1733035142	1
1068500113	816705409486618624	1
2884771	2884771	5
31458684	860555190	1
31458684	31458684	2
31458684	25073877	2
67634628	67634628	6
67634628	988573326376427520	1
67634628	25073877	1
67634628	18916432	1
171968009	171968009	988
171968009	1074518754	1
980750368379424768	25073877	78
980750368379424768	29450962	1
980750368379424768	980750368379424768	18
980750368379424768	15764644	1
980750368379424768	17494010	1
980750368379424768	21406834	1
980750368379424768	1209417007	1
980750368379424768	29501253	1
980750368379424768	988573326376427520	3
980750368379424768	813286	3
980750368379424768	44196397	2
980750368379424768	818910970567344128	1
980750368379424768	18247062	3
980750368379424768	432895323	2
980750368379424768	17629860	4
980750368379424768	39344374	3
980750368379424768	1249982359	1
980750368379424768	29458079	2
980750368379424768	2467791	2
980750368379424768	18915145	1
980750368379424768	22703645	1
980750368379424768	18166778	3
980750368379424768	30354991	2
980750368379424768	15754281	1
980750368379424768	23022687	2
980750368379424768	7702542	1
980750368379424768	342863309	1
980750368379424768	14676022	1
980750368379424768	476256944	1
980750368379424768	1330457336	1
980750368379424768	34713362	1
980750368379424768	41634520	1
980750368379424768	2847221717	1
980750368379424768	18916432	1
980750368379424768	15416505	1
980750368379424768	799764016885329921	1
1078094821011673089	1078094821011673089	7
1078094821011673089	13850422	1
1078094821011673089	25073877	9
1078094821011673089	17494010	1
1078094821011673089	9532402	1
1078094821011673089	807095	1
1078094821011673089	5695632	1
1078094821011673089	759251	5
1078094821011673089	15846407	1
1078094821011673089	1054381765224210432	1
1078094821011673089	2836421	4
1078094821011673089	16664681	1
1078094821011673089	23022687	1
1078094821011673089	783214	1
1078094821011673089	742143	1
1085577341487575040	1085577341487575040	1
156763824	156763824	286
156763824	218975278	2
156763824	104299137	2
156763824	180107694	1
156763824	15745368	3
156763824	114050808	1
156763824	342863309	2
156763824	229966028	1
156763824	19847765	1
156763824	18061669	1
156763824	19568591	1
156763824	18028893	1
156763824	19394188	1
156763824	24578794	1
156763824	398088661	2
156763824	14412533	1
156763824	25073877	1
156763824	225921757	1
156763824	15463671	1
156763824	16017475	1
156763824	22891564	1
156763824	813286	1
156763824	1074480192	2
156763824	640893	1
156763824	14731096	2
156763824	150078976	1
167511780	167511780	319
167511780	140286364	13
167511780	2167286587	7
167511780	45265448	4
167511780	16753660	6
167511780	167024520	8
167511780	46557945	2
167511780	217550862	1
167511780	55896443	1
167511780	78694788	3
167511780	191469176	1
167511780	43409523	1
167511780	3565248672	1
167511780	426802833	1
167511780	104914594	1
167511780	398088661	13
167511780	136550204	1
167511780	45604374	3
167511780	2312829909	2
167511780	243337600	1
167511780	142721190	1
167511780	404132211	2
167511780	19186003	1
167511780	357162119	2
167511780	39155029	1
167511780	16061946	1
167511780	17883494	1
167511780	25073877	1
167511780	997684836	1
167511780	233842454	1
905818602733019137	905818602733019137	14
8128442	293131808	1
2772961258	36686040	1
781912228203270144	22703645	5
781912228203270144	14839147	1
781912228203270144	52544275	1
781912228203270144	23970102	1
781912228203270144	39349894	1
781912228203270144	39344374	1
781912228203270144	22203756	3
781912228203270144	15115280	1
781912228203270144	132339474	1
781912228203270144	25073877	4
781912228203270144	15808765	1
781912228203270144	137794015	1
781912228203270144	2962868158	1
781912228203270144	781912228203270144	3
781912228203270144	294084341	1
781912228203270144	32871086	1
781912228203270144	2750127259	1
781912228203270144	18916432	2
781912228203270144	963480595	1
781912228203270144	16031927	1
781912228203270144	759251	5
781912228203270144	1367531	12
781912228203270144	807095	1
781912228203270144	15554922	1
781912228203270144	2467791	7
781912228203270144	1339835893	1
781912228203270144	129879105	1
781912228203270144	1917731	1
781912228203270144	1055907624	1
789200897687621634	789200897687621634	6
811313565760163844	811313565760163844	281
811313565760163844	935148134505828353	1
811313565760163844	18137749	4
811313565760163844	14275291	1
811313565760163844	242555999	2
1070690321313488897	18949452	1
15993122	15993122	3
15993122	38936142	3
15993122	23578274	1
15993122	112526560	3
15993122	398088661	1
15993122	83636590	1
15993122	75600769	4
15993122	217550862	1
15993122	19186003	1
15993122	19107878	1
28576135	28576135	119
28576135	66369181	2
28576135	8775672	1
28576135	128645212	1
309070309	25073877	8
309070309	334894942	1
309070309	50769180	1
309070309	39344374	2
309070309	309070309	3
309070309	23578274	1
309070309	234022257	2
309070309	912483512195969027	1
309070309	18916432	1
309070309	1055907624	1
309070309	248495200	1
309070309	115979444	2
309070309	16031927	1
309070309	21619519	1
309070309	432676344	1
309070309	2467791	1
309070309	75052666	1
440404613	266133081	1
15731368	2303751216	1
15731368	93069110	2
15731368	18646108	2
15731368	112047805	1
15731368	20733972	1
15731368	14529929	1
15731368	800707492346925056	1
2390494299	2390494299	19
2390494299	158414847	1
2390494299	54412900	1
2390494299	20733972	1
2390494299	25073877	4
2390494299	818876014390603776	4
764209547300843520	783214	3
764209547300843520	25073877	1
764209547300843520	764209547300843520	7
764209547300843520	9300262	1
764209547300843520	759251	1
764209547300843520	14669951	5
764209547300843520	5392522	1
764209547300843520	816298918468259841	1
764209547300843520	1652541	1
764209547300843520	52052011	1
764209547300843520	51241574	1
764209547300843520	23022687	1
764209547300843520	13218102	1
764209547300843520	26792275	1
15207668	15207668	90
16256269	16256269	22
16256269	15923226	1
16256269	15212187	1
16256269	7713202	2
16256269	18983793	1
16256269	18891923	1
16256269	18217624	1
16256269	15394954	1
16256269	22508473	1
109579534	109579534	23
14159148	14159148	17
14159148	222953824	1
14159148	783214	1
3109031241	25073877	5
3109031241	91180720	1
3109031241	2467791	1
3109031241	17494010	1
3109031241	138203134	2
3109031241	701725963	2
3109031241	16160352	1
3109031241	13850422	1
3109031241	800707492346925056	1
3109031241	39308549	1
3109031241	1917731	1
3109031241	14984637	1
3109031241	816298918468259841	1
3109031241	10168082	1
3109031241	409486555	1
3109031241	14293310	1
3109031241	18916432	1
3109031241	17471979	1
3109031241	233783568	1
3109031241	15846407	1
3109031241	34713362	1
3109031241	50393960	1
3109031241	476256944	1
3109031241	19725644	1
3109031241	153149305	1
3109031241	19397785	1
3109031241	36686040	1
3109031241	115749048	1
3109031241	822215673812119553	1
632294767	18166778	1
632294767	822215673812119553	1
632294767	28602948	1
632294767	13850422	5
632294767	1092979962	2
632294767	432895323	4
632294767	30043495	1
632294767	25101996	1
632294767	25073877	3
632294767	15458694	1
632294767	15220768	1
632294767	1082334352711790593	1
632294767	86141342	1
632294767	14466538	1
632294767	50769180	1
632294767	14173315	1
19139963	25073877	1
19139963	14412533	1
19139963	29442313	1
19139963	14669951	1
19139963	16664681	1
19139963	339852137	1
19139963	19139963	1
19139963	1059240924	1
42995067	115564212	3
42995067	19847765	11
42995067	250784170	1
42995067	47747074	2
42995067	21696279	4
42995067	20508720	1
42995067	16170253	3
42995067	125453969	3
42995067	5336752	4
42995067	42995067	83
42995067	217550862	1
42995067	19107878	2
42995067	36890646	2
42995067	168295477	8
42995067	13524182	6
42995067	64916983	2
42995067	18678924	4
42995067	407013776	4
42995067	33653195	3
42995067	236026761	1
42995067	2922928743	2
42995067	43409523	2
42995067	997684836	9
42995067	19186003	2
42995067	40553282	3
42995067	135575282	3
42995067	4207961	4
42995067	16017475	3
42995067	21768766	3
42995067	15837659	1
42995067	20522862	1
42995067	258885469	2
42995067	16072058	2
42995067	104299137	2
42995067	14007532	2
42995067	46557945	2
42995067	21268897	1
42995067	50446226	1
42995067	23232204	1
42995067	19268706	2
42995067	14529929	2
42995067	104914594	1
42995067	15441965	1
42995067	163589845	1
42995067	16753660	1
42995067	17243582	2
42995067	82167518	1
42995067	3108351	1
42995067	17134268	1
42995067	49698134	2
42995067	327862439	1
42995067	15463671	2
42995067	21431618	2
42995067	92079350	1
42995067	79743108	1
42995067	93069110	1
42995067	1106501	1
42995067	16244449	1
42995067	21252618	1
42995067	108985543	4
42995067	326255267	1
42995067	39155029	1
42995067	15446531	1
815594651256135680	963480595	1
815594651256135680	2750127259	1
815594651256135680	1060487274	1
815594651256135680	25073877	1
20713061	16031927	1
20713061	31194003	1
20713061	20713061	2
20713061	118756393	1
20713061	43919633	1
19926675	19926675	28
19926675	13920982	1
19926675	140286364	1
19926675	1209417007	1
19926675	2853309155	1
19926675	223970563	1
19926675	2963445730	1
19926675	25073877	1
19926675	18566912	1
19926675	296245061	1
44568304	4207961	1
44568304	44568304	8
44568304	14173315	1
44568304	74820061	1
44568304	16664681	1
44568304	15164565	2
44568304	326255267	1
44568304	9300262	1
44568304	19268706	1
44568304	15458694	1
44568304	2467791	2
44568304	51241574	2
44568304	25073877	1
44568304	244655353	1
44568304	131144091	1
978481541817950208	978481541817950208	121
978481541817950208	909283627879456768	1
1091016424204656641	292929271	5
1091016424204656641	120295432	1
1091016424204656641	50325797	1
1091016424204656641	138809881	2
1091016424204656641	32871086	2
1091016424204656641	35218566	2
1091016424204656641	39344374	8
1091016424204656641	11134252	11
1091016424204656641	1091016424204656641	11
1091016424204656641	112047805	7
1091016424204656641	15446531	1
1091016424204656641	196168350	1
1091016424204656641	293131808	1
1091016424204656641	818948638890217473	3
1091016424204656641	44196397	2
1091016424204656641	16125224	1
1091016424204656641	18956073	1
1091016424204656641	2800581040	3
1091016424204656641	17995040	3
1091016424204656641	259395895	4
1091016424204656641	26487169	1
1091016424204656641	15012486	2
1091016424204656641	104914594	1
1091016424204656641	1917731	2
1091016424204656641	818927131883356161	1
1091016424204656641	25073877	2
1091016424204656641	218975278	2
1091016424204656641	640893	1
1091016424204656641	15335534	1
1091016424204656641	41634520	1
1091016424204656641	326255267	1
1091016424204656641	21268897	4
1091016424204656641	822215673812119553	1
1091016424204656641	18166778	1
1091016424204656641	19926675	1
1091016424204656641	76649729	2
1091016424204656641	23970102	4
1091016424204656641	234374703	1
1091016424204656641	47739450	1
1091016424204656641	2975091705	1
1091016424204656641	50769180	1
1091016424204656641	15441965	1
1091016424204656641	19417492	2
1091016424204656641	10168082	1
1091016424204656641	18678924	1
1091016424204656641	39308549	1
1091016424204656641	20402945	1
1091016424204656641	2303751216	1
1091016424204656641	19739126	2
1091016424204656641	45399148	1
1091016424204656641	471672239	1
1091016424204656641	40116885	1
1091016424204656641	19107878	1
1091016424204656641	757303975	1
1091016424204656641	21059255	1
1091016424204656641	1209417007	1
1091016424204656641	35474809	1
1091016424204656641	224320485	1
1091016424204656641	29766367	1
1091016424204656641	18915145	1
1091016424204656641	15433452	1
1091016424204656641	54412900	1
154144563	11134252	1
154144563	154144563	10
154144563	25073877	1
154144563	16031927	2
154144563	15675138	1
154144563	132339474	1
154144563	14173315	1
154144563	49698134	1
