twitter_id	party
1716366295	D
1716492000	D
17175619	R
171813900	D
17184884	D
17202417	D
17235172	R
17238812	R
17241829	D
17266198	D
17282430	R
17287449	R
17295416	R
17315877	D
1732104265	R
17343403	D
17367405	R
17408643	D
17427351	D
174369590	D
17495447	D
17532724	R
175437164	D
17547736	R
17552501	R
17583430	R
17622723	R
17623520	D
176491220	D
176578543	D
176646411	R
176664914	R
176920597	D
17699965	D
17726384	R
17729146	D
17773954	D
17782124	D
17807979	D
17813701	R
17819330	R
17824265	R
17841765	R
17860053	D
17890614	D
17905825	D
17920055	R
179205824	R
17927146	R
17933092	R
17934457	R
179404998	R
179517603	D
17959210	R
17964900	D
17995774	R
18001786	R
18009252	R
18011486	R
180251715	R
18031269	D
18095847	D
18123264	D
18156608	R
18189966	R
18197328	R
18209729	R
18220818	D
18258975	R
18270329	R
18277947	D
18277980	D
182794170	D
18289929	R
182996496	D
18314471	R
18319515	R
18329671	R
18338181	D
18343065	D
183767243	D
18379814	R
18382184	D
18386441	D
183912188	D
18402410	R
18402557	R
18497595	R
18523777	R
1852632042	D
18528411	D
18533876	R
18542401	D
1855761260	R
18572035	D
18573019	R
186139185	R
18618065	D
186291444	R
18660521	D
18673125	R
18685740	R
18695206	D
18697888	D
1869975300	R
1871673438	D
18726257	R
187272177	R
1873081328	R
1876822236	D
18772999	R
18773254	R
18776960	R
188055481	D
18810140	D
18815971	R
18830326	R
1885230674	D
188803750	D
188897793	D
18915709	R
18916061	D
18917517	D
189224945	D
1892292427	D
189231187	D
1894152612	D
18962814	R
18978469	R
18981785	R
18997068	D
19007230	D
190080466	R
190160433	D
1902789918	D
190298721	D
190328374	R
19069521	D
19083619	R
19084128	R
19088288	D
19103864	D
1910979834	I
191245240	D
19152385	D
19154907	R
19159026	D
191734131	R
1917430519	D
19189710	R
192347825	D
192369395	D
19237918	R
1924400334	R
19245431	R
19259282	R
19264430	R
192698391	D
19275275	R
19276862	D
19292986	R
19292999	R
19300475	R
19302840	R
19315437	R
19316267	D
193164383	D
19318562	D
19349317	R
19359576	D
193823350	R
19405365	R
19407380	R
19417197	D
19421938	D
19422491	D
19422863	D
19433939	R
194615561	R
19473742	D
1948374571	D
1950378002	D
195039023	R
19508842	D
19512725	D
19523616	D
19538400	R
19539739	R
1955132936	R
19570515	D
195746953	R
196067156	R
19624861	R
1962564906	R
19626358	R
1964045610	R
19674655	R
196791586	D
19681765	R
19701834	R
19713773	R
19717024	D
19728344	D
19730627	R
19732969	R
19739126	R
197417201	D
19741749	R
19753977	D
197628846	R
1976411372	D
19775673	R
19785194	R
19798988	R
19808819	R
19824430	D
19836400	R
198758344	R
19884634	R
19909019	R
19916171	D
19919227	D
19926675	R
19927713	D
19932400	D
19943886	D
19953048	D
199539617	D
199810766	D
19983468	R
199924232	D
20012668	D
20024393	R
20047055	R
20078631	R
20100423	D
201077617	D
20144167	D
20172067	D
20174209	R
20192403	R
202367059	R
20288735	D
20290014	D
20333804	D
20336516	R
20388775	R
20457375	D
20465058	R
20483216	D
204989127	R
20571434	R
206185603	D
20654386	R
206889065	R
20708761	D
20719498	D
20734021	R
20752841	R
20817529	D
20833289	D
20850483	R
208671734	R
20873757	R
20925854	D
209319823	R
20956445	R
20961223	D
209974698	D
210078061	D
21022846	R
21025381	D
210324073	D
21041169	R
211029823	R
211207200	D
21130479	D
21137449	R
21145221	D
21156659	D
21165005	D
211902218	R
21221064	D
21231110	D
21265109	D
21277995	D
213069659	R
213073267	D
21324442	D
21350370	R
213634439	R
21370475	D
21390214	D
214073707	D
21430391	D
21461498	D
2148701	D
2150073223	D
21522338	D
2153971220	D
21542704	R
21569218	R
21585811	D
2161996130	R
216336668	D
21643769	R
2164876369	R
21655450	D
21692054	R
2169413148	R
21697207	R
21719692	D
217238658	R
21738726	R
2174327760	D
21757965	D
21771519	R
2179151610	D
218051686	D
2180843696	D
21810123	R
21820363	R
2182292022	D
21830205	D
21839133	D
2183936735	R
21840425	D
21874048	D
21878458	R
218993498	D
219010139	R
219136025	D
21918525	R
21924842	R
21925787	R
21926275	D
21954970	D
219552197	R
21970263	D
21981121	R
2200637700	D
2201188481	D
22029476	R
22030381	D
220393861	R
22044641	R
2205076161	R
22075159	D
22081190	R
2213361961	D
2214143904	D
221484024	D
22154680	R
22156288	D
22230121	D
222345156	D
222481411	D
22251316	R
222515617	R
22262038	D
22266893	R
22270213	D
2227462382	D
222985500	D
22299177	D
2231717384	R
22318481	R
22322814	R
22327929	D
2233172622	R
22359082	D
2243030312	D
224311355	D
224391627	R
22450190	R
224685124	D
224766531	D
2248472686	D
22508473	R
22509095	D
2251261624	D
22523087	D
22528309	R
22530967	D
225313528	D
22553425	D
22563612	D
225826610	D
225970249	R
226219881	D
226436267	D
22670581	D
22681016	D
2276026624	D
227769299	R
22789721	D
2281243921	D
22843285	D
228565815	R
228626070	D
22873033	D
22873947	D
22875788	D
228772249	R
22879254	D
2293097760	D
2293131060	D
22946048	R
22946655	D
22970364	D
22975495	D
229873610	D
22997050	D
23022472	D
23025062	R
23038222	D
230627257	D
230674884	D
230761725	R
23079973	D
2308772360	D
2309285172	D
23103488	R
23105781	R
23105804	D
2313285170	D
23136027	R
2315028054	R
23165680	R
23176276	R
23201436	D
232175626	D
23234992	D
2324069972	D
232445555	D
2324594156	D
23254990	R
2326035948	R
232665194	D
23267982	R
23281108	D
2329044390	R
2331209359	D
23327166	R
233576055	R
2337314844	R
23375172	D
23382168	R
23394127	R
233985354	D
234029543	R
23403105	D
23405202	D
2341977604	R
23430917	D
23433993	R
23450558	D
234573331	R
23458597	D
23461896	R
2347763826	D
23477869	R
234797704	R
23480020	D
23484025	R
2348530723	R
23534104	D
235684777	D
235719973	R
23580927	D
23605505	D
23608092	D
236149457	D
2361623269	D
2361650234	D
23625085	D
236279233	D
23628021	D
2363200387	R
236462739	D
2365261420	R
23663496	D
2366496206	R
2369090472	D
23695444	R
236968152	D
2372843052	D
2373779816	D
2373915408	R
23753100	R
2375686638	D
237792972	D
2378470946	D
23789618	D
2379460765	D
2381478368	D
238269188	R
23830832	R
23839068	R
23848174	D
2386766515	R
2387244938	D
2387964511	R
238862918	D
239202474	D
23921732	R
23938529	R
23948217	R
23960476	D
2398730622	D
239964567	R
24026095	D
240303906	R
24035161	R
2405128434	R
240558399	D
24063730	R
240714470	R
240760644	R
240847018	D
240921277	D
24099140	D
241107638	D
241201438	D
2413504506	D
2413913117	D
2414913756	D
2415321072	D
241607084	D
24190626	R
24196158	R
2421047521	D
242124117	R
242426145	D
2424548233	D
242584601	D
24259821	D
24265209	D
242687860	D
243001984	D
243004333	R
243278482	R
243333917	R
243338872	D
243454901	D
243510590	D
24358459	R
243677635	R
243701822	R
2437069422	R
24378293	R
243799204	D
243820238	R
24412841	D
2444387672	R
24471437	D
244781367	R
2448449669	R
2453237408	R
2453455927	D
245512118	D
24566830	D
24589199	R
245969534	D
245993078	R
246022887	D
24613245	D
24631305	R
246423260	D
246447524	R
2465111220	D
246824198	R
246883126	R
2469503594	R
247100165	D
247334603	D
24737106	R
247595792	R
2476178880	R
24772913	R
2479134570	R
24801563	D
248113252	R
2482143444	D
24842534	R
24845003	D
248470217	D
248735463	D
24880446	D
2488330152	D
24892146	D
24905240	R
2491513814	D
24925651	R
24928470	D
2502397874	D
25033475	R
250385618	D
2512671896	R
2513008747	D
251313192	D
251393349	D
25195282	R
2519690555	D
25197380	D
25225877	D
2525983497	D
2532912954	D
25368960	D
25383295	D
25391694	R
25409131	D
25414167	R
2541991	D
254392476	D
25446308	R
25463806	D
254777469	R
25504232	D
25517844	D
2552844678	D
2555950682	D
25564023	D
255640273	D
255719097	D
255727205	R
25605631	D
256070906	D
256179701	D
25620973	R
256285408	D
256297845	R
256331150	R
2564455604	R
25645556	R
2567267919	R
2567763980	D
25681050	R
25685281	R
2568992936	D
2569664238	R
257180565	D
2575911497	D
2579184698	D
2579798984	D
258245983	D
258620715	D
2587026183	D
258954731	D
2593966320	D
25945103	D
2596671277	R
25996350	D
26005424	D
2602521753	D
26062385	R
26063171	D
26087378	D
26089178	R
26133429	D
2613965551	D
261432863	D
2617559514	R
26183281	D
26186655	D
26228538	D
26248258	R
26263143	R
263186884	D
263269829	D
263334392	R
26344615	R
26350255	D
26417304	D
26433072	R
264386210	D
2646705848	R
2651126504	D
265155317	R
265329329	R
26583896	D
26598353	R
26612560	D
26654986	D
26655063	D
266618888	R
266803558	D
267021392	R
26703365	D
2670772172	D
26733276	D
2675380561	D
267583652	R
26775504	D
267854863	D
26817565	D
26840840	D
26901657	D
26960435	R
269692794	D
27015639	D
270528803	D
270640218	D
27067705	R
27078238	D
270997805	D
2711993649	D
2712480530	D
2713098756	D
2718239093	D
2718378998	D
27205412	R
272510657	R
272539173	R
272577317	D
2729145411	R
273130714	D
273137300	D
2732153170	D
27348610	D
2741423029	R
27433794	D
274561328	D
274581613	D
2746202489	D
27487123	D
275030575	R
27513648	R
2752601	D
27544062	R
275572403	R
27588562	D
27594735	R
276160315	D
27649741	D
27678466	D
27698957	D
277034872	D
2771129816	D
2773452351	D
277599621	D
2778190368	D
278151072	D
2786005869	D
2786564756	R
2790426730	D
279220243	D
279358548	D
27952164	D
2796447883	D
2798947702	D
2801092265	D
2805703487	D
2807706300	D
280895414	D
2809401021	R
2809630224	D
2811838608	D
281294439	D
28147003	D
2814956420	D
281509650	R
2815370851	R
2815910834	D
282093902	R
282616170	D
28277980	D
2828762322	D
2829900806	D
2834121446	D
2834672145	D
2837749240	D
28387056	D
283918376	D
284068601	R
2840696062	D
28412695	R
284339807	D
2846568116	D
28468758	R
28473541	R
2848834995	R
284907229	R
2854197404	D
285578853	D
2859345856	D
2863228577	D
2863469625	D
2864078764	D
2864196442	D
28657135	D
286992566	D
2873756848	D
287891346	R
28827600	D
2883461229	D
2890120037	D
28901450	D
2891759425	D
289206404	D
28945215	R
2896500773	D
290011697	D
2902239001	R
2903882167	D
29063765	R
290641644	D
29086472	D
291569066	D
2916027325	D
291810798	R
2918190656	D
291903997	D
29199000	R
292090197	D
2922469876	R
29232480	D
2923391802	D
2923976429	D
2926422404	D
293261924	D
2933444506	R
29358264	D
29363230	D
294212748	D
2944278901	R
29450425	D
294812841	D
2948526801	D
295293535	D
29537460	D
295685416	R
295712099	R
295790647	D
295855693	D
2959437479	D
2962981703	R
296361085	R
2966770391	D
2967132341	D
2968007206	D
296866209	R
296903483	R
297064917	R
2971113110	D
29722241	R
2973055481	D
29730936	R
29757205	R
2978075595	D
298068259	R
2981021490	R
2981592346	D
298242222	D
2986034147	D
29865139	R
2992440550	R
299285595	D
2996611909	D
299929232	D
300498915	D
3005697836	D
3006244360	D
3006806969	D
3009647720	D
300980027	D
30101940	D
3012462963	D
301549400	R
301762122	D
3018358301	D
30249877	D
30253471	R
3027286779	D
302788291	D
3029511821	R
30314529	D
30380250	D
3039513843	D
304090230	D
30453215	D
304539295	D
30523058	R
30532394	R
305333698	R
3058541172	R
30595199	D
3060568190	D
306304790	D
30639615	R
3063996411	D
3065062453	D
30651957	D
30657398	D
307173259	D
3077321821	D
3077828470	R
3078339940	R
3080692418	D
308142557	D
308276891	D
30863073	R
308658903	D
308743028	D
30875418	R
308792704	D
3089768746	R
309224217	D
309274068	R
3098321542	D
31059685	R
3111889034	D
311276757	D
31185990	R
312134473	D
3121948508	D
3122123479	R
3126551526	D
312964185	D
3130887615	D
313120760	R
313366018	R
31403779	D
31524003	R
31574630	D
316174014	D
31623329	D
316739994	R
3167695972	D
3181160665	D
318594095	R
3187320759	D
319059357	D
319971600	D
32150774	D
32167206	D
3219593756	D
321997134	D
322278265	D
3226406512	D
3226440199	D
3227568906	D
322816651	D
322986132	D
32304094	D
3230920029	D
3231061942	R
3234134552	D
3234962824	D
3238622359	D
323986118	D
3241009698	D
324171587	D
3243905896	R
32453116	D
3245566770	D
32474693	D
3249083250	R
3249400288	D
325194681	D
325269109	D
3254017719	D
32589620	R
325925601	D
32618551	D
326540264	R
3267574231	D
32676231	D
3268623176	D
3272050580	D
3273058766	R
32768065	I
3278030604	D
3278723094	D
3279398308	D
32798152	R
32804662	D
3283723057	R
328657595	D
3287797824	D
3289485169	R
329115426	D
32990333	R
3299809065	R
3301815594	R
3302024118	D
330413397	D
3305666809	R
33060832	R
33061196	D
3307122241	R
3307871031	R
3308049331	R
331258850	D
331279300	R
3318787651	D
3319434376	D
33228672	R
3327880855	D
33281866	D
333186917	R
33320381	R
3332175724	D
33329857	R
3337043375	R
333747860	R
333748898	R
334245076	R
3343143335	D
3346906715	D
3347236137	D
335476450	D
33580347	D
336247868	R
33626585	R
3362914971	R
336336593	D
33634189	D
33653473	D
336657153	D
3367706878	R
337472827	D
337491274	D
3377930266	D
337844446	D
33789181	D
3382567000	R
3383183207	D
3387643623	D
3395521279	R
339750418	D
3400067416	D
3401756152	D
34020392	D
3405605524	R
341265203	R
342720228	R
342768115	D
343451708	D
34360376	R
34400516	D
34401125	D
344108179	R
345134536	D
34523410	R
345555778	D
345715168	D
345985168	D
34681981	D
34810105	R
3482685855	D
349186838	D
350049552	D
35060071	R
350612110	D
350800339	R
351226182	D
35129612	D
35139868	D
35295035	D
35356456	D
35367443	D
353890966	R
354029529	D
3548295915	D
3550688475	R
35518719	R
35548003	R
355591226	D
35568539	R
355881289	D
356491663	D
35754345	D
35779645	D
358563373	D
358791916	D
358943720	D
3593641	D
360320296	D
360461571	R
3604787059	R
361414338	D
361422333	D
36285379	R
363198860	D
364591768	D
36459535	R
36471778	R
365099650	R
365253017	D
36535215	D
36583020	R
3658748296	D
36588739	R
366398802	D
3670296676	D
36735770	D
367559109	R
36761621	R
3683113160	D
36893259	R
36986787	D
371055464	D
371222723	D
37232848	D
372377073	D
372837125	R
373109633	D
3734010737	R
373570796	R
37365390	D
37435310	R
374383858	D
37516417	R
375228747	D
37656339	D
37760670	R
378004939	D
37810235	D
37820650	D
37865394	R
37874848	D
378937403	R
37924671	D
37935886	D
380502564	D
3806236276	D
381552927	R
38157048	R
38237450	R
38250004	D
3827009053	D
38274353	R
38281802	R
3831486505	D
383406032	R
38358326	R
38393231	D
384379531	R
384381805	D
384678906	D
38477209	D
385081448	R
385412944	D
386742063	R
3871171517	R
387707165	R
387802929	D
3886755133	D
38869277	R
389076725	R
389595160	D
38978422	D
389841834	D
390103810	D
390261114	D
391732037	R
39207632	R
392884284	D
39305398	R
393146211	D
39341672	R
393932364	D
39428226	D
39510422	R
39601664	D
3960361509	R
396122204	D
397430607	D
397653836	D
39844339	R
398644168	R
398696201	D
40000662	R
40004611	D
40012861	R
400188508	D
40045792	R
40069846	D
4009968675	D
401098850	R
4019068214	D
40299103	R
40315081	R
403415466	D
40409398	R
4049197462	D
405561109	D
40653668	R
40684667	D
407518728	D
40772047	R
407986227	R
40814571	R
408304006	R
40834201	R
409061131	D
409092507	D
41173731	D
411738036	D
412316336	R
41272646	R
41362731	D
414019756	R
41409829	R
41445718	R
41464356	R
4150911455	R
41669035	D
417139531	D
4174527256	D
417631044	R
418373028	D
41859853	D
41880322	D
419185056	D
419889137	D
4203346932	D
42072260	D
421616276	D
421851557	R
422635202	D
42492309	D
425505686	R
425527664	R
42559917	D
42692687	D
42701629	D
4281926909	D
42869078	R
42878291	R
42919909	D
42924141	R
4297522038	R
429885189	D
4301326102	D
4302649992	D
43117323	D
431249824	D
43148312	R
43173060	R
43178616	D
431948748	D
431996336	D
432543523	D
432643761	R
43269016	R
43373540	D
435370641	R
43539585	R
43545773	R
43549846	D
43555354	R
437056733	D
43764243	R
43797909	D
43810158	D
43950728	D
43953685	R
43963249	D
44170811	R
44280552	D
44426731	R
44495316	D
44498699	D
44505738	R
4461734595	D
4470475055	D
44707136	R
44725196	D
4476084275	D
4486093643	D
4495571503	D
450210159	D
450351092	D
450963453	R
4509753196	R
451031273	D
451743265	D
45288376	D
453664934	R
45395460	D
45398966	R
45480752	D
4551566374	D
45574817	R
456491089	D
45671898	D
45861760	R
45865081	D
45869942	D
45900110	D
459287059	D
459565355	D
45991436	D
46034497	R
462410227	R
46396958	D
464266828	D
4644170814	D
4644817222	R
465123413	D
46565247	R
466159059	D
466969081	D
467151515	R
46746594	R
467742173	R
467823431	D
467975647	D
4686667056	D
4697862919	D
47017680	D
470312938	D
4706768387	D
47122555	D
47146130	D
472562483	D
47272390	R
4729875080	D
47322953	R
473318915	D
473537026	D
474649127	R
47494388	D
475287482	D
475400571	R
475457008	D
47549624	D
47626551	D
47696444	D
47711431	D
47807413	R
478959651	R
4790585689	D
4797361833	D
48043422	R
480872337	D
48219458	D
483155330	R
4837259137	D
48425512	R
4844080678	D
48454046	R
4851790919	D
4854172671	D
4854557892	D
4854943546	D
4856106875	D
48566603	R
486242462	D
486894694	R
4871492478	D
4872729485	D
48754352	D
488019620	D
4880850619	D
4883726314	D
48861157	R
4888777115	D
488890229	D
489635588	D
4897944867	D
49038014	R
49055093	D
49159747	D
4916194391	R
4917705058	D
491820081	R
49190063	R
49217025	D
492443591	D
49248817	R
493206648	D
49408159	D
494279911	R
49510872	R
49524280	R
49534493	D
49634881	R
497027776	D
49782398	D
49800332	D
498167911	D
499194588	R
50048046	R
500866231	R
50088703	D
501087523	D
501247899	D
50180175	D
503272829	D
50371921	D
503852386	D
503872708	D
503873153	D
50399834	D
50401738	D
50463626	D
504962601	D
506696443	D
50700312	D
50729420	R
50788031	D
50798417	R
50827378	R
50948509	R
509558324	R
512300801	R
512572803	D
51344010	D
51374505	R
513996411	D
514726584	D
51537566	R
515573992	R
516144125	R
517946537	D
51796158	D
51953296	D
51971811	D
521398660	R
522401364	R
525022850	D
525646818	R
525993356	D
52762044	R
52838571	D
52881056	D
529747178	D
53019309	D
533212252	R
534472568	D
53466720	D
53516478	R
537156670	R
53720945	D
53929374	D
540243981	R
540781285	D
54244669	R
54300515	D
543373179	R
54407577	R
545315692	D
54575660	D
545785689	R
547069280	R
547416793	R
5496932	R
55004670	R
550131748	D
55043152	R
550695257	D
551371017	R
551507538	R
5526202	R
55329156	R
55364672	D
555597593	D
556235011	D
557046649	R
55726652	D
55737611	R
557492113	D
557746240	D
558251172	D
558294779	R
55861517	D
561190611	R
56166392	R
562382031	D
562620219	R
56263671	R
56279436	D
56439590	D
56452670	D
56486531	R
564958417	R
56504474	R
566806945	D
56699946	D
56735248	D
56747571	R
5680622	D
56864092	D
568814910	D
569117798	D
5693842	R
569611767	R
57059274	R
57123630	D
571304693	D
57143529	D
572061403	R
572391603	D
573084423	D
573173793	D
57362668	R
57412452	D
574166517	D
57419716	D
574667586	R
574688373	D
57540655	D
575448932	D
57673909	D
577361456	R
577669101	R
57786057	R
57814942	D
580073682	D
5815162	R
581991194	D
582070020	D
582259915	D
58331049	R
583319470	D
58389185	R
58443226	R
58491682	R
58500736	D
58504073	R
58538619	D
58569513	D
58585133	R
58592705	R
586853452	D
58812645	R
58850174	R
58889572	D
58928690	D
589386499	D
589521616	R
589620894	R
592312296	D
593360775	R
593568761	D
59486472	R
595119239	R
595162282	D
59765425	D
59827454	R
59845865	D
59869729	D
59880285	R
59881538	D
5990782	D
59911924	D
600408823	D
600595717	R
602997805	R
605641377	D
60639382	D
60644777	D
607721548	D
60794014	R
