follower	followee	count
816652616625168388	819980276570976256	1
816652616625168388	2853309155	1
816652616625168388	912608010	1
816652616625168388	246769138	1
816652616625168388	26424123	1
816652616625168388	50152441	1
816652616625168388	816131319033950208	1
816652616625168388	742735530287304704	1
816652616625168388	242873057	1
816652616625168388	1089334250	1
816652616625168388	993153006	1
816652616625168388	19926675	1
816652616625168388	22509548	1
816652616625168388	19929362	1
816652616625168388	51228911	1
816652616625168388	815241612154417152	1
816652616625168388	237299871	1
816652616625168388	2914515430	1
816652616625168388	1074101017	1
816652616625168388	242376736	1
816652616625168388	1249982359	1
816652616625168388	799764016885329921	1
816652616625168388	827258161841135623	1
816652616625168388	813286	1
816652616625168388	233737858	1
816652616625168388	854715071116849157	1
816652616625168388	818948638890217473	1
816652616625168388	15745368	1
816652616625168388	19394188	1
816652616625168388	1074480192	1
816652616625168388	482450423	1
816652616625168388	216881337	1
816652616625168388	16056306	1
816652616625168388	20747881	1
816652616625168388	190328374	1
816652616625168388	18916432	1
816652616625168388	818910970567344128	1
816652616625168388	25073877	1
816652616625168388	815966620300480514	1
816652616625168388	814103950404239360	1
816652616625168388	28602948	1
816652616625168388	2966570782	1
816652616625168388	229197216	1
816652616625168388	963480595	1
816652616625168388	1209417007	1
816652616625168388	2253968388	1
816652616625168388	234469322	1
816652616625168388	2852998461	1
816652616625168388	1069124515	1
816652616625168388	1074412920	1
816652616625168388	2862577383	1
816652616625168388	584012853	1
816652616625168388	19407835	1
816652616625168388	1071900114	1
816652616625168388	25086658	1
816652616625168388	281540744	1
816652616625168388	26051676	1
816652616625168388	20467163	1
816652616625168388	2382685057	1
816652616625168388	1060487274	1
816652616625168388	2914163523	1
816652616625168388	246341769	1
816652616625168388	3686482216	1
816652616625168388	219429281	1
816652616625168388	15600527	1
816652616625168388	2965083477	1
816652616625168388	234812598	1
816652616625168388	314205957	1
816652616625168388	48117116	1
816652616625168388	1908143071	1
816652616625168388	252819642	1
816652616625168388	975200486	1
816652616625168388	2932617195	1
816652616625168388	960962340	1
816652616625168388	2696643955	1
816652616625168388	23712174	1
816652616625168388	237763317	1
816652616625168388	1849261916	1
816652616625168388	29766367	1
816652616625168388	1444015610	1
816652616625168388	18805303	1
816652616625168388	613725908	1
816652616625168388	2750127259	1
816652616625168388	3353670647	1
816652616625168388	16256269	1
816652616625168388	27676828	1
816652616625168388	950328072	1
816652616625168388	518644221	1
816652616625168388	18166778	1
816652616625168388	242772524	1
816652616625168388	1060370282	1
816652616625168388	23124635	1
816652616625168388	237348797	1
816652616625168388	254082173	1
816652616625168388	110545675	1
816652616625168388	235190657	1
816652616625168388	278145569	1
816652616625168388	74198348	1
816652616625168388	161743731	1
816652616625168388	295685416	1
816652616625168388	1058051748	1
816652616625168388	237312687	1
816652616625168388	1077446982	1
816652616625168388	15751083	1
816652616625168388	24735461	1
816652616625168388	148006729	1
816652616625168388	17800215	1
816652616625168388	234057152	1
816652616625168388	2933760046	1
816652616625168388	240427862	1
816652616625168388	2964526557	1
816652616625168388	851621377	1
816652616625168388	2976606250	1
816652616625168388	235312723	1
26778110	854715071116849157	1
18916432	854715071116849157	1
124224165	854715071116849157	1
880480631108644864	854715071116849157	1
808416682972770304	854715071116849157	1
818460870573441028	854715071116849157	1
234822928	854715071116849157	1
2975091705	854715071116849157	1
2953974395	854715071116849157	1
252819323	854715071116849157	1
237862972	854715071116849157	1
75364211	854715071116849157	1
816111677917851649	854715071116849157	1
233842454	854715071116849157	1
811986281177772032	854715071116849157	1
34715823	854715071116849157	1
818975124460335106	854715071116849157	1
1339931490	854715071116849157	1
816131319033950208	854715071116849157	1
2964877294	854715071116849157	1
2914515430	854715071116849157	1
1209417007	854715071116849157	1
1074101017	854715071116849157	1
816298918468259841	854715071116849157	1
229197216	854715071116849157	1
584012853	854715071116849157	1
1240107944	854715071116849157	1
818948638890217473	854715071116849157	1
1071840474	854715071116849157	1
2750127259	854715071116849157	1
3686482216	854715071116849157	1
15600527	854715071116849157	1
18632666	854715071116849157	1
252819642	854715071116849157	1
854715071116849157	796183515998068736	1
854715071116849157	90639372	1
854715071116849157	815931811348017152	1
854715071116849157	806583915012046854	1
854715071116849157	816303263586914304	1
854715071116849157	2966758114	1
854715071116849157	828977216595849216	1
854715071116849157	2861616083	1
854715071116849157	796736612554117120	1
854715071116849157	2973870195	1
854715071116849157	1289319271	1
854715071116849157	225921757	1
854715071116849157	3122099613	1
854715071116849157	880480631108644864	1
854715071116849157	968650362	1
854715071116849157	266133081	1
854715071116849157	235217558	1
854715071116849157	18137749	1
854715071116849157	806906355214852096	1
854715071116849157	41417564	1
854715071116849157	2975091705	1
854715071116849157	600463589	1
854715071116849157	843636970538618880	1
854715071116849157	252819323	1
854715071116849157	2953974395	1
854715071116849157	1065995022	1
854715071116849157	1096059529	1
854715071116849157	20053279	1
854715071116849157	75364211	1
854715071116849157	2891210047	1
854715071116849157	816705409486618624	1
854715071116849157	815952318487298048	1
854715071116849157	17976923	1
854715071116849157	21269970	1
854715071116849157	2962891515	1
854715071116849157	3018670151	1
854715071116849157	76649729	1
854715071116849157	816111677917851649	1
854715071116849157	2964287128	1
854715071116849157	382791093	1
854715071116849157	88784440	1
854715071116849157	811986281177772032	1
854715071116849157	1305596696	1
854715071116849157	296361085	1
854715071116849157	818975124460335106	1
854715071116849157	2955485182	1
854715071116849157	1339931490	1
854715071116849157	240760644	1
854715071116849157	2853309155	1
854715071116849157	7270292	1
854715071116849157	816683274076614656	1
854715071116849157	11651202	1
854715071116849157	816131319033950208	1
854715071116849157	78403308	1
854715071116849157	5558312	1
854715071116849157	1089334250	1
854715071116849157	2964877294	1
854715071116849157	202206694	1
854715071116849157	2863210809	1
854715071116849157	815241612154417152	1
854715071116849157	2914515430	1
854715071116849157	1074101017	1
854715071116849157	555474658	1
854715071116849157	816652616625168388	1
854715071116849157	291756142	1
854715071116849157	816298918468259841	1
854715071116849157	816282029276938240	1
854715071116849157	2856787757	1
854715071116849157	2862577383	1
854715071116849157	816181091673448448	1
854715071116849157	817138492614524928	1
854715071116849157	817076257770835968	1
854715071116849157	442824717	1
854715071116849157	988573326376427520	1
854715071116849157	1069124515	1
854715071116849157	1071900114	1
854715071116849157	1074412920	1
854715071116849157	1444015610	1
854715071116849157	1849261916	1
854715071116849157	1908143071	1
854715071116849157	2253968388	1
854715071116849157	2696643955	1
854715071116849157	2852998461	1
854715071116849157	2932617195	1
854715071116849157	2965083477	1
854715071116849157	1060487274	1
854715071116849157	2382685057	1
854715071116849157	2914163523	1
854715071116849157	10615232	1
854715071116849157	13218102	1
854715071116849157	16056306	1
854715071116849157	18061669	1
854715071116849157	18915145	1
854715071116849157	19394188	1
854715071116849157	19726613	1
854715071116849157	21157904	1
854715071116849157	73303753	1
854715071116849157	193794406	1
854715071116849157	217543151	1
854715071116849157	233737858	1
854715071116849157	262756641	1
854715071116849157	264219447	1
854715071116849157	1074480192	1
854715071116849157	1249982359	1
854715071116849157	30354991	1
854715071116849157	234128524	1
854715071116849157	946549322	1
854715071116849157	1058520120	1
854715071116849157	1071840474	1
854715071116849157	2750127259	1
854715071116849157	2951574214	1
854715071116849157	3686482216	1
854715071116849157	811313565760163844	1
854715071116849157	814103950404239360	1
854715071116849157	815966620300480514	1
854715071116849157	815985039485837312	1
854715071116849157	816157667882373120	1
854715071116849157	818910970567344128	1
854715071116849157	1209417007	1
854715071116849157	25073877	1
854715071116849157	18632666	1
854715071116849157	1240107944	1
854715071116849157	252819642	1
854715071116849157	18916432	1
90639372	806583915012046854	1
815931811348017152	806583915012046854	1
1060487274	806583915012046854	1
1074101017	806583915012046854	1
237862972	806583915012046854	1
1060370282	806583915012046854	1
278145569	806583915012046854	1
34715823	806583915012046854	1
3686482216	806583915012046854	1
880480631108644864	806583915012046854	1
18967498	806583915012046854	1
234812598	806583915012046854	1
76452765	806583915012046854	1
814179031956488192	806583915012046854	1
815952318487298048	806583915012046854	1
518644221	806583915012046854	1
816298918468259841	806583915012046854	1
237763317	806583915012046854	1
33977070	806583915012046854	1
29766367	806583915012046854	1
2966205003	806583915012046854	1
18916432	806583915012046854	1
950328072	806583915012046854	1
23124635	806583915012046854	1
584012853	806583915012046854	1
558769636	806583915012046854	1
935368364	806583915012046854	1
305620929	806583915012046854	1
818460870573441028	806583915012046854	1
2970279814	806583915012046854	1
237312687	806583915012046854	1
1071840474	806583915012046854	1
2750127259	806583915012046854	1
2863210809	806583915012046854	1
2382685057	806583915012046854	1
235312723	806583915012046854	1
818713465653051392	806583915012046854	1
818948638890217473	806583915012046854	1
26778110	806583915012046854	1
776664410	806583915012046854	1
2253968388	806583915012046854	1
2964877294	806583915012046854	1
819744763020775425	806583915012046854	1
190328374	806583915012046854	1
816111677917851649	806583915012046854	1
818975124460335106	806583915012046854	1
2973870195	806583915012046854	1
828977216595849216	806583915012046854	1
818472418620608512	806583915012046854	1
814103950404239360	806583915012046854	1
161791703	806583915012046854	1
2929491549	806583915012046854	1
2914163523	806583915012046854	1
17544524	806583915012046854	1
41417564	806583915012046854	1
815966620300480514	806583915012046854	1
815241612154417152	806583915012046854	1
110545675	806583915012046854	1
233842454	806583915012046854	1
811986281177772032	806583915012046854	1
1209417007	806583915012046854	1
2965083477	806583915012046854	1
2964287128	806583915012046854	1
2964526557	806583915012046854	1
234469322	806583915012046854	1
2975091705	806583915012046854	1
78403308	806583915012046854	1
816131319033950208	806583915012046854	1
2914515430	806583915012046854	1
229197216	806583915012046854	1
806583915012046854	815931811348017152	1
806583915012046854	1240107944	1
806583915012046854	811986281177772032	1
806583915012046854	815952318487298048	1
806583915012046854	25073877	1
806583915012046854	1209417007	1
806583915012046854	2863210809	1
806583915012046854	190328374	1
806583915012046854	2964287128	1
806583915012046854	1060487274	1
806583915012046854	29450962	1
806583915012046854	24745957	1
806583915012046854	249410485	1
806583915012046854	248495200	1
806583915012046854	3122099613	1
806583915012046854	3044993235	1
806583915012046854	2970279814	1
806583915012046854	248735463	1
806583915012046854	22669526	1
806583915012046854	13491312	1
806583915012046854	74508260	1
806583915012046854	18137749	1
806583915012046854	2852998461	1
806583915012046854	2696643955	1
806583915012046854	2976606250	1
806583915012046854	834069080	1
806583915012046854	2966205003	1
806583915012046854	2964526557	1
806583915012046854	2861616083	1
806583915012046854	2965083477	1
806583915012046854	2933760046	1
806583915012046854	234469322	1
806583915012046854	1499993378	1
806583915012046854	237763317	1
806583915012046854	2914163523	1
806583915012046854	2973870195	1
806583915012046854	2382685057	1
806583915012046854	110545675	1
806583915012046854	19139963	1
806583915012046854	50152441	1
806583915012046854	23124635	1
806583915012046854	37094727	1
806583915012046854	234812598	1
806583915012046854	234128524	1
806583915012046854	17544524	1
806583915012046854	2914515430	1
806583915012046854	816131319033950208	1
806583915012046854	78403308	1
806583915012046854	2975091705	1
806583915012046854	18916432	1
836305915452272641	935148134505828353	1
299883942	935148134505828353	1
266133081	935148134505828353	1
880480631108644864	935148134505828353	1
2847221717	935148134505828353	1
2975091705	935148134505828353	1
7429102	935148134505828353	1
21269970	935148134505828353	1
956283913835614208	935148134505828353	1
34715823	935148134505828353	1
3686482216	935148134505828353	1
963480595	935148134505828353	1
935148134505828353	819992522109894658	1
935148134505828353	888031054141022209	1
935148134505828353	842072478834909184	1
935148134505828353	836305915452272641	1
935148134505828353	515822213	1
935148134505828353	968650362	1
935148134505828353	266133081	1
935148134505828353	171598736	1
935148134505828353	600463589	1
935148134505828353	1096059529	1
935148134505828353	75364211	1
935148134505828353	2891210047	1
935148134505828353	21269970	1
935148134505828353	956283913835614208	1
935148134505828353	26424123	1
935148134505828353	988573326376427520	1
935148134505828353	2863210809	1
935148134505828353	10615232	1
935148134505828353	13218102	1
935148134505828353	21111098	1
935148134505828353	78403308	1
935148134505828353	862405301693296640	1
935148134505828353	826065858548133888	1
935148134505828353	828613457020870657	1
935148134505828353	1249982359	1
935148134505828353	18916432	1
935148134505828353	17494010	1
935148134505828353	72198806	1
935148134505828353	16160352	1
935148134505828353	264219447	1
935148134505828353	21157904	1
935148134505828353	2856787757	1
935148134505828353	291756142	1
935148134505828353	18915145	1
935148134505828353	217543151	1
935148134505828353	202206694	1
935148134505828353	15745368	1
935148134505828353	216881337	1
935148134505828353	1074480192	1
935148134505828353	88784440	1
935148134505828353	262756641	1
935148134505828353	19394188	1
935148134505828353	16056306	1
935148134505828353	1480852568	1
935148134505828353	18632666	1
935148134505828353	5558312	1
935148134505828353	555474658	1
935148134505828353	76649729	1
935148134505828353	73303753	1
935148134505828353	234374703	1
935148134505828353	216503958	1
935148134505828353	18061669	1
935148134505828353	382791093	1
935148134505828353	19726613	1
935148134505828353	233737858	1
935148134505828353	819980276570976256	1
935148134505828353	799764016885329921	1
935148134505828353	827258161841135623	1
935148134505828353	11651202	1
935148134505828353	818910970567344128	1
935148134505828353	25073877	1
796183515998068736	161411080	1
1060984272	161411080	1
90639372	161411080	1
26778110	161411080	1
137794015	161411080	1
305620929	161411080	1
239949176	161411080	1
19318314	161411080	1
31801993	161411080	1
258900199	161411080	1
1072467470	161411080	1
1531521632	161411080	1
2970279814	161411080	1
18967498	161411080	1
133832049	161411080	1
245451804	161411080	1
38254095	161411080	1
88806753	161411080	1
18137749	161411080	1
776664410	161411080	1
1055685948	161411080	1
266133081	161411080	1
56864092	161411080	1
3122099613	161411080	1
23600262	161411080	1
404132211	161411080	1
806906355214852096	161411080	1
50452197	161411080	1
808416682972770304	161411080	1
85396297	161411080	1
2863006655	161411080	1
1260172386	161411080	1
818713465653051392	161411080	1
818472418620608512	161411080	1
24913074	161411080	1
1074129612	161411080	1
1083448909	161411080	1
164369297	161411080	1
233693291	161411080	1
193872188	161411080	1
2970462034	161411080	1
172858784	161411080	1
1051446626	161411080	1
111635980	161411080	1
248735463	161411080	1
1065995022	161411080	1
85726335	161411080	1
7429102	161411080	1
13491312	161411080	1
942156122	161411080	1
2916086925	161411080	1
926446070812602371	161411080	1
312134473	161411080	1
3018670151	161411080	1
558769636	161411080	1
210926192	161411080	1
787373558	161411080	1
233842454	161411080	1
2371339658	161411080	1
1037321378	161411080	1
581141508	161411080	1
15764644	161411080	1
2966765501	161411080	1
1339931490	161411080	1
1074518754	161411080	1
25781141	161411080	1
479872233	161411080	1
14135426	161411080	1
1055907624	161411080	1
516880804	161411080	1
789244177	161411080	1
303633791	161411080	1
193732179	161411080	1
22509548	161411080	1
252249233	161411080	1
236279233	161411080	1
28599820	161411080	1
240812994	161411080	1
115979444	161411080	1
950783972	161411080	1
140519774	161411080	1
20552026	161411080	1
2962868158	161411080	1
163570705	161411080	1
164007407	161411080	1
823552974253342721	161411080	1
3044993235	161411080	1
816298918468259841	161411080	1
1135486501	161411080	1
80612021	161411080	1
249410485	161411080	1
1045110018	161411080	1
950328072	161411080	1
815733290955112448	161411080	1
2724095695	161411080	1
816181091673448448	161411080	1
249348006	161411080	1
2968007206	161411080	1
309070309	161411080	1
242426145	161411080	1
510516465	161411080	1
267938462	161411080	1
817076257770835968	161411080	1
240427862	161411080	1
36686040	161411080	1
1067541214671577093	161411080	1
467823431	161411080	1
24195214	161411080	1
385429543	161411080	1
1092979962	161411080	1
1055730738	161411080	1
221792092	161411080	1
155669457	161411080	1
29501253	161411080	1
2968451607	161411080	1
168502762	161411080	1
24745957	161411080	1
1410590874	161411080	1
2951574214	161411080	1
29766367	161411080	1
138770045	161411080	1
28602948	161411080	1
29201047	161411080	1
816157667882373120	161411080	1
1222257180	161411080	1
36948268	161411080	1
1071840474	161411080	1
20545793	161411080	1
1077121945	161411080	1
235373000	161411080	1
171968009	161411080	1
827258161841135623	161411080	1
199325935	161411080	1
248495200	161411080	1
161791703	161411080	1
252819642	161411080	1
161411080	1060984272	1
161411080	305620929	1
161411080	19318314	1
161411080	137794015	1
161411080	31801993	1
161411080	796736612554117120	1
161411080	258900199	1
161411080	239949176	1
161411080	1531521632	1
161411080	18967498	1
161411080	2970279814	1
161411080	153944899	1
161411080	303861808	1
161411080	133832049	1
161411080	245451804	1
161411080	39249305	1
161411080	38254095	1
161411080	88806753	1
161411080	776664410	1
161411080	15954997	1
161411080	50452197	1
161411080	18137749	1
161411080	2863006655	1
161411080	818713465653051392	1
161411080	1260172386	1
161411080	1083448909	1
161411080	164369297	1
161411080	233693291	1
161411080	193872188	1
161411080	24913074	1
161411080	2970462034	1
161411080	111635980	1
161411080	85726335	1
161411080	211420609	1
161411080	13491312	1
161411080	2962891515	1
161411080	2916086925	1
161411080	248735463	1
161411080	3018670151	1
161411080	312134473	1
161411080	558769636	1
161411080	210926192	1
161411080	2371339658	1
161411080	581141508	1
161411080	1037321378	1
161411080	2966765501	1
161411080	1339931490	1
161411080	25781141	1
161411080	479872233	1
161411080	2853309155	1
161411080	303633791	1
161411080	84119348	1
161411080	432771620	1
161411080	231108733	1
161411080	252249233	1
161411080	193732179	1
161411080	236279233	1
161411080	28599820	1
161411080	950783972	1
161411080	20552026	1
161411080	240812994	1
161411080	140519774	1
161411080	164007407	1
161411080	163570705	1
161411080	1089859058	1
161411080	249410485	1
161411080	14984637	1
161411080	1045110018	1
161411080	80612021	1
161411080	2724095695	1
161411080	3044993235	1
161411080	2968007206	1
161411080	510516465	1
161411080	249348006	1
161411080	242426145	1
161411080	817076257770835968	1
161411080	267938462	1
161411080	115979444	1
161411080	815733290955112448	1
161411080	1067541214671577093	1
161411080	240427862	1
161411080	15361570	1
161411080	385429543	1
161411080	24195214	1
161411080	467823431	1
161411080	1092979962	1
161411080	1055730738	1
161411080	221792092	1
161411080	155669457	1
161411080	2968451607	1
161411080	168502762	1
161411080	24745957	1
161411080	190328374	1
161411080	1051127714	1
161411080	138770045	1
161411080	28602948	1
161411080	816157667882373120	1
161411080	1222257180	1
161411080	21406834	1
161411080	36948268	1
161411080	235373000	1
161411080	1077121945	1
161411080	234014087	1
161411080	813286	1
161411080	827258161841135623	1
161411080	814179031956488192	1
161411080	811313565760163844	1
161411080	815985039485837312	1
161411080	18696134	1
161411080	942156122	1
161411080	248495200	1
161411080	18916432	1
161411080	18909919	1
161411080	63169388	1
161411080	153486399	1
161411080	970207298	1
161411080	58928690	1
161411080	30216513	1
161411080	29501253	1
161411080	787373558	1
161411080	2966570782	1
161411080	171968009	1
161411080	1055907624	1
161411080	1058520120	1
161411080	14135426	1
161411080	818910970567344128	1
161411080	22669526	1
161411080	29450962	1
161411080	92186819	1
161411080	381152398	1
161411080	15600527	1
161411080	33563161	1
161411080	15764644	1
161411080	172858784	1
161411080	36686040	1
161411080	161791703	1
816303263586914304	818975124460335106	1
26778110	818975124460335106	1
305620929	818975124460335106	1
18916432	818975124460335106	1
796736612554117120	818975124460335106	1
18967498	818975124460335106	1
2930635215	818975124460335106	1
296245061	818975124460335106	1
776664410	818975124460335106	1
880480631108644864	818975124460335106	1
3026622545	818975124460335106	1
806906355214852096	818975124460335106	1
808416682972770304	818975124460335106	1
2847221717	818975124460335106	1
818460870573441028	818975124460335106	1
818713465653051392	818975124460335106	1
24913074	818975124460335106	1
1058345042	818975124460335106	1
2966205003	818975124460335106	1
1072008757	818975124460335106	1
20053279	818975124460335106	1
234022257	818975124460335106	1
815952318487298048	818975124460335106	1
33977070	818975124460335106	1
237750442	818975124460335106	1
17544524	818975124460335106	1
816111677917851649	818975124460335106	1
233842454	818975124460335106	1
819744763020775425	818975124460335106	1
811986281177772032	818975124460335106	1
935033864	818975124460335106	1
233949261	818975124460335106	1
2929491549	818975124460335106	1
935368364	818975124460335106	1
34715823	818975124460335106	1
234812598	818975124460335106	1
229197216	818975124460335106	1
237312687	818975124460335106	1
240427862	818975124460335106	1
110545675	818975124460335106	1
2914515430	818975124460335106	1
1058917562	818975124460335106	1
518644221	818975124460335106	1
51228911	818975124460335106	1
584012853	818975124460335106	1
18805303	818975124460335106	1
26424123	818975124460335106	1
816298918468259841	818975124460335106	1
1074101017	818975124460335106	1
29766367	818975124460335106	1
823552974253342721	818975124460335106	1
3353670647	818975124460335106	1
1071840474	818975124460335106	1
254082173	818975124460335106	1
219429281	818975124460335106	1
2696643955	818975124460335106	1
235312723	818975124460335106	1
818948638890217473	818975124460335106	1
816131319033950208	818975124460335106	1
3686482216	818975124460335106	1
2965083477	818975124460335106	1
2964877294	818975124460335106	1
818975124460335106	819992522109894658	1
818975124460335106	842072478834909184	1
818975124460335106	816303263586914304	1
818975124460335106	305620929	1
818975124460335106	299883942	1
818975124460335106	26778110	1
818975124460335106	239949176	1
818975124460335106	2966758114	1
818975124460335106	828977216595849216	1
818975124460335106	2861616083	1
818975124460335106	796736612554117120	1
818975124460335106	18967498	1
818975124460335106	2973870195	1
818975124460335106	296245061	1
818975124460335106	2930635215	1
818975124460335106	88806753	1
818975124460335106	3026622545	1
818975124460335106	2847221717	1
818975124460335106	41417564	1
818975124460335106	24913074	1
818975124460335106	843636970538618880	1
818975124460335106	2953974395	1
818975124460335106	233693291	1
818975124460335106	1058345042	1
818975124460335106	20053279	1
818975124460335106	1072008757	1
818975124460335106	211420609	1
818975124460335106	234022257	1
818975124460335106	1883356866	1
818975124460335106	17976923	1
818975124460335106	815952318487298048	1
818975124460335106	2962891515	1
818975124460335106	550401754	1
818975124460335106	33977070	1
818975124460335106	237750442	1
818975124460335106	935148134505828353	1
818975124460335106	22055226	1
818975124460335106	816111677917851649	1
818975124460335106	819744763020775425	1
818975124460335106	811986281177772032	1
818975124460335106	935033864	1
818975124460335106	233949261	1
818975124460335106	2966765501	1
818975124460335106	1305596696	1
818975124460335106	2929491549	1
818975124460335106	2951574214	1
818975124460335106	19926675	1
818975124460335106	27676828	1
818975124460335106	237312687	1
818975124460335106	240427862	1
818975124460335106	237763317	1
818975124460335106	295685416	1
818975124460335106	1058917562	1
818975124460335106	51228911	1
818975124460335106	1240107944	1
818975124460335106	1089334250	1
818975124460335106	26424123	1
818975124460335106	584012853	1
818975124460335106	1074101017	1
818975124460335106	249410485	1
818975124460335106	816157667882373120	1
818975124460335106	3686482216	1
818975124460335106	18277655	1
818975124460335106	229197216	1
818975124460335106	2253968388	1
818975124460335106	29766367	1
818975124460335106	235312723	1
818975124460335106	254082173	1
818975124460335106	25073877	1
818975124460335106	1209417007	1
818975124460335106	314205957	1
818975124460335106	834069080	1
818975124460335106	2965083477	1
818975124460335106	2914515430	1
818975124460335106	818948638890217473	1
