follower	followee	count
842072478834909184	270473255	1
842072478834909184	156969952	1
842072478834909184	38833974	1
842072478834909184	124196924	1
842072478834909184	190328374	1
842072478834909184	15007149	1
842072478834909184	18938912	1
842072478834909184	14238142	1
842072478834909184	14345759	1
842072478834909184	829782369670410240	1
842072478834909184	25073877	1
842072478834909184	826065858548133888	1
842072478834909184	828613457020870657	1
842072478834909184	827258161841135623	1
842072478834909184	836305915452272641	1
842072478834909184	818910970567344128	1
842072478834909184	2863210809	1
819992522109894658	888031054141022209	1
259329306	888031054141022209	1
3686482216	888031054141022209	1
309282144	888031054141022209	1
132932932	888031054141022209	1
830908366377611266	888031054141022209	1
822191111414444034	888031054141022209	1
33903787	888031054141022209	1
14836282	888031054141022209	1
80928773	888031054141022209	1
20336988	888031054141022209	1
3565248672	888031054141022209	1
1363394484	888031054141022209	1
119784462	888031054141022209	1
405004997	888031054141022209	1
102055261	888031054141022209	1
146468133	888031054141022209	1
294085726	888031054141022209	1
18560524	888031054141022209	1
22706510	888031054141022209	1
709077126	888031054141022209	1
115806192	888031054141022209	1
34915645	888031054141022209	1
33329857	888031054141022209	1
34737729	888031054141022209	1
636698120	888031054141022209	1
583005149	888031054141022209	1
888031054141022209	836305915452272641	1
888031054141022209	25073877	1
486801537	819992522109894658	1
455306401	819992522109894658	1
3686482216	819992522109894658	1
880480631108644864	819992522109894658	1
830908366377611266	819992522109894658	1
2929491549	819992522109894658	1
1079776144524754944	819992522109894658	1
50948136	819992522109894658	1
212403124	819992522109894658	1
30120708	819992522109894658	1
44688778	819992522109894658	1
926446070812602371	819992522109894658	1
620571475	819992522109894658	1
69497103	819992522109894658	1
47095259	819992522109894658	1
773678778	819992522109894658	1
33083753	819992522109894658	1
819992522109894658	988573326376427520	1
819992522109894658	956283913835614208	1
819992522109894658	42670638	1
819992522109894658	822191111414444034	1
819992522109894658	935148134505828353	1
819992522109894658	2330590446	1
819992522109894658	32010840	1
819992522109894658	242376736	1
819992522109894658	935368364	1
819992522109894658	819980276570976256	1
819992522109894658	5509762	1
819992522109894658	823693635564802048	1
819992522109894658	25073877	1
819992522109894658	1249982359	1
819992522109894658	18916432	1
819992522109894658	222666657	1
819992522109894658	155954102	1
819992522109894658	14857739	1
819992522109894658	1327675195	1
819992522109894658	1096059529	1
819992522109894658	237750442	1
819992522109894658	61583656	1
819992522109894658	829782369670410240	1
819992522109894658	826065858548133888	1
819992522109894658	221114139	1
819992522109894658	221112237	1
819992522109894658	188813989	1
819992522109894658	836305915452272641	1
819992522109894658	828613457020870657	1
819992522109894658	827258161841135623	1
819992522109894658	799764016885329921	1
819992522109894658	818910970567344128	1
2752601	1010616057932013571	1
20946107	1010616057932013571	1
1010616057932013571	2970279814	1
1010616057932013571	750386497	1
1010616057932013571	824060263783600130	1
1010616057932013571	319779818	1
1010616057932013571	361321755	1
1010616057932013571	126062842	1
1010616057932013571	27793335	1
1010616057932013571	319100065	1
1010616057932013571	1507338108	1
1010616057932013571	84734907	1
1010616057932013571	236511574	1
1010616057932013571	25781141	1
1010616057932013571	1045110018	1
1010616057932013571	36686040	1
1010616057932013571	478704883	1
1010616057932013571	15432119	1
1010616057932013571	23062002	1
1010616057932013571	26122892	1
1010616057932013571	248999264	1
1010616057932013571	16996970	1
1010616057932013571	29228569	1
1010616057932013571	353940110	1
1010616057932013571	21728303	1
1010616057932013571	2334193741	1
1010616057932013571	820378690920058880	1
1010616057932013571	917619782312255488	1
1010616057932013571	1642610598	1
816303263586914304	816652616625168388	1
26778110	816652616625168388	1
18166778	816652616625168388	1
2861616083	816652616625168388	1
18967498	816652616625168388	1
2930635215	816652616625168388	1
776664410	816652616625168388	1
880480631108644864	816652616625168388	1
3026622545	816652616625168388	1
808416682972770304	816652616625168388	1
818460870573441028	816652616625168388	1
234822928	816652616625168388	1
818713465653051392	816652616625168388	1
19168067	816652616625168388	1
2975091705	816652616625168388	1
2953974395	816652616625168388	1
2966205003	816652616625168388	1
20053279	816652616625168388	1
234022257	816652616625168388	1
815952318487298048	816652616625168388	1
22055226	816652616625168388	1
233842454	816652616625168388	1
819744763020775425	816652616625168388	1
1058460818	816652616625168388	1
37920978	816652616625168388	1
935033864	816652616625168388	1
2929491549	816652616625168388	1
935368364	816652616625168388	1
34715823	816652616625168388	1
818975124460335106	816652616625168388	1
240760644	816652616625168388	1
1499993378	816652616625168388	1
816131319033950208	816652616625168388	1
2964877294	816652616625168388	1
51228911	816652616625168388	1
237299871	816652616625168388	1
2914515430	816652616625168388	1
1209417007	816652616625168388	1
1074101017	816652616625168388	1
2862577383	816652616625168388	1
720471054	816652616625168388	1
142383345	816652616625168388	1
1060370282	816652616625168388	1
1028854804087492613	816652616625168388	1
2976606250	816652616625168388	1
3098082552	816652616625168388	1
234057152	816652616625168388	1
17007608	816652616625168388	1
14764605	816652616625168388	1
161913667	816652616625168388	1
1080574793630527505	816652616625168388	1
591973307	816652616625168388	1
20635633	816652616625168388	1
1080885078425784320	816652616625168388	1
158397501	816652616625168388	1
332922673	816652616625168388	1
15515169	816652616625168388	1
1014819282226728963	816652616625168388	1
339930373	816652616625168388	1
19850687	816652616625168388	1
190905427	816652616625168388	1
19434319	816652616625168388	1
78709964	816652616625168388	1
259001548	816652616625168388	1
827258161841135623	816652616625168388	1
3565248672	816652616625168388	1
32798152	816652616625168388	1
229197216	816652616625168388	1
138182116	816652616625168388	1
2767300211	816652616625168388	1
322699008	816652616625168388	1
816652616625168388	819992522109894658	1
816652616625168388	842072478834909184	1
816652616625168388	836305915452272641	1
816652616625168388	17896154	1
816652616625168388	815931811348017152	1
816652616625168388	806583915012046854	1
816652616625168388	816303263586914304	1
816652616625168388	299883942	1
816652616625168388	26778110	1
816652616625168388	2966758114	1
816652616625168388	2962994194	1
816652616625168388	2861616083	1
816652616625168388	37094727	1
816652616625168388	18967498	1
816652616625168388	296245061	1
816652616625168388	124224165	1
816652616625168388	2930635215	1
816652616625168388	2973870195	1
816652616625168388	1289319271	1
816652616625168388	880480631108644864	1
816652616625168388	15856366	1
816652616625168388	15394954	1
816652616625168388	818460870573441028	1
816652616625168388	808416682972770304	1
816652616625168388	18566912	1
816652616625168388	2847221717	1
816652616625168388	234822928	1
816652616625168388	242926427	1
816652616625168388	2975091705	1
816652616625168388	843636970538618880	1
816652616625168388	2953974395	1
816652616625168388	252819323	1
816652616625168388	233693291	1
816652616625168388	976969338	1
816652616625168388	1051446626	1
816652616625168388	1058345042	1
816652616625168388	237862972	1
816652616625168388	32010840	1
816652616625168388	2966205003	1
816652616625168388	1065995022	1
816652616625168388	20053279	1
816652616625168388	1072008757	1
816652616625168388	211420609	1
816652616625168388	234022257	1
816652616625168388	815952318487298048	1
816652616625168388	17976923	1
816652616625168388	2962891515	1
816652616625168388	52503751	1
816652616625168388	76452765	1
816652616625168388	550401754	1
816652616625168388	33977070	1
816652616625168388	237750442	1
816652616625168388	17544524	1
816652616625168388	22055226	1
816652616625168388	23970171	1
816652616625168388	2964287128	1
816652616625168388	1058460818	1
816652616625168388	14275291	1
816652616625168388	88784440	1
816652616625168388	233842454	1
816652616625168388	935033864	1
816652616625168388	233949261	1
816652616625168388	237814920	1
816652616625168388	2966765501	1
816652616625168388	37920978	1
816652616625168388	1305596696	1
816652616625168388	2929491549	1
816652616625168388	935368364	1
816652616625168388	34715823	1
816652616625168388	1155212191	1
816652616625168388	2963445730	1
816652616625168388	834069080	1
816652616625168388	240760644	1
816652616625168388	1499993378	1
816652616625168388	98471035	1
816652616625168388	819980276570976256	1
816652616625168388	2853309155	1
816652616625168388	912608010	1
816652616625168388	246769138	1
816652616625168388	26424123	1
816652616625168388	50152441	1
816652616625168388	816131319033950208	1
816652616625168388	742735530287304704	1
816652616625168388	242873057	1
816652616625168388	1089334250	1
816652616625168388	993153006	1
816652616625168388	19926675	1
816652616625168388	22509548	1
816652616625168388	19929362	1
816652616625168388	51228911	1
816652616625168388	815241612154417152	1
816652616625168388	237299871	1
816652616625168388	2914515430	1
816652616625168388	1074101017	1
816652616625168388	242376736	1
816652616625168388	591973307	1
816652616625168388	729711474944421890	1
816652616625168388	259001548	1
816652616625168388	6724252	1
816652616625168388	263275295	1
816652616625168388	400246874	1
816652616625168388	996094929733652481	1
816652616625168388	53606937	1
816652616625168388	25103967	1
816652616625168388	912759481766957057	1
816652616625168388	3044840091	1
816652616625168388	372837125	1
816652616625168388	855120710871732226	1
816652616625168388	15515169	1
816652616625168388	36529101	1
816652616625168388	343041182	1
816652616625168388	222196210	1
816652616625168388	18266688	1
816652616625168388	384910109	1
816652616625168388	56561449	1
816652616625168388	42670638	1
816652616625168388	121574367	1
816652616625168388	1249982359	1
816652616625168388	799764016885329921	1
816652616625168388	827258161841135623	1
816652616625168388	171632862	1
816652616625168388	25202268	1
816652616625168388	1687120508	1
816652616625168388	824389632632778755	1
816652616625168388	18569945	1
816652616625168388	16072676	1
816652616625168388	477257374	1
816652616625168388	18001922	1
816652616625168388	70468535	1
816652616625168388	52140667	1
816652616625168388	813286	1
816652616625168388	823693635564802048	1
816652616625168388	16363068	1
816652616625168388	18938912	1
816652616625168388	562989744	1
816652616625168388	233737858	1
816652616625168388	434634299	1
816652616625168388	15972043	1
816652616625168388	2990729241	1
816652616625168388	58120509	1
816652616625168388	272395158	1
816652616625168388	58579942	1
816652616625168388	220081296	1
816652616625168388	21536398	1
816652616625168388	19805496	1
816652616625168388	21301913	1
816652616625168388	58562226	1
816652616625168388	854715071116849157	1
816652616625168388	123322294	1
816652616625168388	818948638890217473	1
816652616625168388	16930489	1
816652616625168388	18744018	1
816652616625168388	417631044	1
816652616625168388	15646731	1
816652616625168388	3098082552	1
816652616625168388	15745368	1
816652616625168388	21805660	1
816652616625168388	40923070	1
816652616625168388	19394188	1
816652616625168388	21722846	1
816652616625168388	61670497	1
816652616625168388	1074480192	1
816652616625168388	482450423	1
816652616625168388	874598335	1
816652616625168388	529638758	1
816652616625168388	216881337	1
816652616625168388	34421877	1
816652616625168388	19629840	1
816652616625168388	60718038	1
816652616625168388	71403780	1
816652616625168388	52188496	1
816652616625168388	16056306	1
816652616625168388	21509894	1
816652616625168388	20747881	1
816652616625168388	101918522	1
816652616625168388	16359784	1
816652616625168388	252115520	1
816652616625168388	68739089	1
816652616625168388	369534928	1
816652616625168388	2417586104	1
816652616625168388	592187521	1
816652616625168388	389034983	1
816652616625168388	216506034	1
816652616625168388	170861207	1
816652616625168388	278056519	1
816652616625168388	20707966	1
816652616625168388	43897731	1
816652616625168388	43727212	1
816652616625168388	17842366	1
816652616625168388	148845723	1
816652616625168388	1487846678	1
816652616625168388	2448135692	1
816652616625168388	41272646	1
816652616625168388	292929271	1
816652616625168388	190328374	1
816652616625168388	17837341	1
816652616625168388	264025526	1
816652616625168388	17158532	1
816652616625168388	37841185	1
816652616625168388	522526229	1
816652616625168388	22915667	1
816652616625168388	24438725	1
816652616625168388	104797238	1
816652616625168388	70709534	1
816652616625168388	17289717	1
816652616625168388	34737729	1
816652616625168388	262691862	1
816652616625168388	2304017702	1
816652616625168388	21657046	1
816652616625168388	162225194	1
816652616625168388	349195650	1
816652616625168388	186881077	1
816652616625168388	62407876	1
816652616625168388	15537855	1
816652616625168388	269375709	1
816652616625168388	153181367	1
816652616625168388	261289053	1
816652616625168388	71107667	1
816652616625168388	65183859	1
816652616625168388	252398355	1
816652616625168388	4263722186	1
816652616625168388	2330590446	1
816652616625168388	2332354080	1
816652616625168388	158769098	1
816652616625168388	141040344	1
816652616625168388	316375309	1
816652616625168388	18583823	1
816652616625168388	122212010	1
816652616625168388	1684212174	1
816652616625168388	18916432	1
816652616625168388	18501487	1
816652616625168388	37311028	1
816652616625168388	37345029	1
816652616625168388	18762518	1
816652616625168388	240107748	1
816652616625168388	918169628	1
816652616625168388	1084375028	1
816652616625168388	26608065	1
816652616625168388	608826805	1
816652616625168388	818910970567344128	1
816652616625168388	147725246	1
816652616625168388	138182116	1
816652616625168388	316580588	1
816652616625168388	275451635	1
816652616625168388	34394460	1
816652616625168388	405004997	1
816652616625168388	18905086	1
816652616625168388	103060329	1
816652616625168388	43277789	1
816652616625168388	620571475	1
816652616625168388	25429371	1
816652616625168388	25073877	1
816652616625168388	14235272	1
816652616625168388	19400611	1
816652616625168388	68831926	1
816652616625168388	14095706	1
816652616625168388	19980678	1
816652616625168388	16666748	1
816652616625168388	46161766	1
816652616625168388	574405888	1
816652616625168388	760292653	1
816652616625168388	24232047	1
816652616625168388	24806287	1
816652616625168388	15936205	1
816652616625168388	815966620300480514	1
816652616625168388	814103950404239360	1
816652616625168388	28602948	1
816652616625168388	2966570782	1
816652616625168388	229197216	1
816652616625168388	963480595	1
816652616625168388	1209417007	1
816652616625168388	2253968388	1
816652616625168388	234469322	1
816652616625168388	2852998461	1
816652616625168388	1069124515	1
816652616625168388	1074412920	1
816652616625168388	2974648323	1
816652616625168388	2862577383	1
816652616625168388	584012853	1
816652616625168388	19407835	1
816652616625168388	1071900114	1
816652616625168388	25086658	1
816652616625168388	281540744	1
816652616625168388	26051676	1
816652616625168388	20467163	1
816652616625168388	2382685057	1
816652616625168388	1060487274	1
816652616625168388	2914163523	1
816652616625168388	246341769	1
816652616625168388	3686482216	1
816652616625168388	219429281	1
816652616625168388	15600527	1
816652616625168388	2965083477	1
816652616625168388	234812598	1
816652616625168388	314205957	1
816652616625168388	48117116	1
816652616625168388	1908143071	1
816652616625168388	252819642	1
816652616625168388	975200486	1
816652616625168388	2932617195	1
816652616625168388	960962340	1
816652616625168388	2696643955	1
816652616625168388	23712174	1
816652616625168388	237763317	1
816652616625168388	1849261916	1
816652616625168388	29766367	1
816652616625168388	1444015610	1
816652616625168388	18805303	1
816652616625168388	613725908	1
816652616625168388	2750127259	1
816652616625168388	3353670647	1
816652616625168388	16256269	1
816652616625168388	27676828	1
816652616625168388	950328072	1
816652616625168388	518644221	1
816652616625168388	18166778	1
816652616625168388	242772524	1
816652616625168388	1060370282	1
816652616625168388	23124635	1
816652616625168388	237348797	1
816652616625168388	254082173	1
816652616625168388	110545675	1
816652616625168388	235190657	1
816652616625168388	278145569	1
816652616625168388	74198348	1
816652616625168388	161743731	1
816652616625168388	295685416	1
816652616625168388	1058051748	1
816652616625168388	237312687	1
816652616625168388	1077446982	1
816652616625168388	15751083	1
816652616625168388	24735461	1
816652616625168388	148006729	1
816652616625168388	17800215	1
816652616625168388	234057152	1
816652616625168388	2933760046	1
816652616625168388	240427862	1
816652616625168388	2964526557	1
816652616625168388	851621377	1
816652616625168388	2976606250	1
816652616625168388	235312723	1
816652616625168388	14836282	1
26778110	854715071116849157	1
18916432	854715071116849157	1
124224165	854715071116849157	1
880480631108644864	854715071116849157	1
808416682972770304	854715071116849157	1
818460870573441028	854715071116849157	1
234822928	854715071116849157	1
2975091705	854715071116849157	1
2953974395	854715071116849157	1
252819323	854715071116849157	1
237862972	854715071116849157	1
75364211	854715071116849157	1
816111677917851649	854715071116849157	1
233842454	854715071116849157	1
811986281177772032	854715071116849157	1
34715823	854715071116849157	1
818975124460335106	854715071116849157	1
1339931490	854715071116849157	1
816131319033950208	854715071116849157	1
2964877294	854715071116849157	1
2914515430	854715071116849157	1
1209417007	854715071116849157	1
1074101017	854715071116849157	1
816298918468259841	854715071116849157	1
15247916	854715071116849157	1
229197216	854715071116849157	1
1028854804087492613	854715071116849157	1
25755336	854715071116849157	1
17007608	854715071116849157	1
242169927	854715071116849157	1
161913667	854715071116849157	1
1080574793630527505	854715071116849157	1
1080894931311431682	854715071116849157	1
158397501	854715071116849157	1
1080307235350241280	854715071116849157	1
19414469	854715071116849157	1
2767300211	854715071116849157	1
713839291210792960	854715071116849157	1
19612866	854715071116849157	1
53719634	854715071116849157	1
90490354	854715071116849157	1
944264634	854715071116849157	1
236480864	854715071116849157	1
133022865	854715071116849157	1
1051396218	854715071116849157	1
108494073	854715071116849157	1
996094929733652481	854715071116849157	1
275765160	854715071116849157	1
1702344373	854715071116849157	1
104358108	854715071116849157	1
331193355	854715071116849157	1
3043057515	854715071116849157	1
42081431	854715071116849157	1
21876825	854715071116849157	1
430319297	854715071116849157	1
1705312470	854715071116849157	1
720471054	854715071116849157	1
35017909	854715071116849157	1
43955137	854715071116849157	1
584012853	854715071116849157	1
17748048	854715071116849157	1
122473388	854715071116849157	1
36529101	854715071116849157	1
1240107944	854715071116849157	1
25521061	854715071116849157	1
108619944	854715071116849157	1
390973130	854715071116849157	1
43108099	854715071116849157	1
128235400	854715071116849157	1
582475251	854715071116849157	1
486801537	854715071116849157	1
105706625	854715071116849157	1
818948638890217473	854715071116849157	1
3066095122	854715071116849157	1
2752601	854715071116849157	1
729711474944421890	854715071116849157	1
573916220	854715071116849157	1
17520304	854715071116849157	1
778933753150251008	854715071116849157	1
16703058	854715071116849157	1
2307118986	854715071116849157	1
1071840474	854715071116849157	1
252115520	854715071116849157	1
23848444	854715071116849157	1
703561088	854715071116849157	1
2750127259	854715071116849157	1
6742412	854715071116849157	1
363289814	854715071116849157	1
7597712	854715071116849157	1
574405888	854715071116849157	1
13830342	854715071116849157	1
165128880	854715071116849157	1
870064093	854715071116849157	1
3686482216	854715071116849157	1
2715149515	854715071116849157	1
2979344717	854715071116849157	1
3305610617	854715071116849157	1
17827531	854715071116849157	1
15600527	854715071116849157	1
47404357	854715071116849157	1
25630016	854715071116849157	1
18632666	854715071116849157	1
252819642	854715071116849157	1
1869598704	854715071116849157	1
854715071116849157	796183515998068736	1
854715071116849157	90639372	1
854715071116849157	815931811348017152	1
854715071116849157	806583915012046854	1
854715071116849157	816303263586914304	1
854715071116849157	2966758114	1
854715071116849157	828977216595849216	1
854715071116849157	2861616083	1
854715071116849157	796736612554117120	1
854715071116849157	2973870195	1
854715071116849157	1289319271	1
854715071116849157	225921757	1
854715071116849157	3122099613	1
854715071116849157	880480631108644864	1
854715071116849157	968650362	1
854715071116849157	266133081	1
854715071116849157	235217558	1
854715071116849157	18137749	1
854715071116849157	806906355214852096	1
854715071116849157	41417564	1
854715071116849157	2975091705	1
854715071116849157	600463589	1
854715071116849157	843636970538618880	1
854715071116849157	252819323	1
854715071116849157	2953974395	1
854715071116849157	1065995022	1
854715071116849157	1096059529	1
854715071116849157	20053279	1
854715071116849157	75364211	1
854715071116849157	2891210047	1
854715071116849157	816705409486618624	1
854715071116849157	815952318487298048	1
854715071116849157	17976923	1
854715071116849157	21269970	1
854715071116849157	2962891515	1
854715071116849157	3018670151	1
854715071116849157	76649729	1
854715071116849157	816111677917851649	1
854715071116849157	2964287128	1
854715071116849157	382791093	1
854715071116849157	88784440	1
854715071116849157	811986281177772032	1
854715071116849157	1305596696	1
854715071116849157	296361085	1
854715071116849157	818975124460335106	1
854715071116849157	2955485182	1
854715071116849157	1339931490	1
854715071116849157	240760644	1
854715071116849157	2853309155	1
854715071116849157	7270292	1
854715071116849157	816683274076614656	1
854715071116849157	11651202	1
854715071116849157	816131319033950208	1
854715071116849157	78403308	1
854715071116849157	5558312	1
854715071116849157	1089334250	1
854715071116849157	2964877294	1
854715071116849157	202206694	1
854715071116849157	2863210809	1
854715071116849157	815241612154417152	1
854715071116849157	2914515430	1
854715071116849157	1074101017	1
854715071116849157	555474658	1
854715071116849157	816652616625168388	1
854715071116849157	291756142	1
854715071116849157	816298918468259841	1
854715071116849157	816282029276938240	1
854715071116849157	2856787757	1
854715071116849157	2862577383	1
854715071116849157	816181091673448448	1
854715071116849157	817138492614524928	1
854715071116849157	817076257770835968	1
854715071116849157	442824717	1
854715071116849157	988573326376427520	1
854715071116849157	100030015	1
854715071116849157	14347972	1
854715071116849157	18005085	1
854715071116849157	36529101	1
854715071116849157	1408003598	1
854715071116849157	216506034	1
854715071116849157	1069124515	1
854715071116849157	1071900114	1
854715071116849157	1074412920	1
854715071116849157	1177437224	1
854715071116849157	1444015610	1
854715071116849157	1849261916	1
854715071116849157	1908143071	1
854715071116849157	2253968388	1
854715071116849157	2696643955	1
854715071116849157	2852998461	1
854715071116849157	2932617195	1
854715071116849157	2965083477	1
854715071116849157	1060487274	1
854715071116849157	2382685057	1
854715071116849157	2914163523	1
854715071116849157	22915667	1
854715071116849157	70468535	1
854715071116849157	18001922	1
854715071116849157	20251654	1
854715071116849157	1428441589	1
854715071116849157	3066095122	1
854715071116849157	562989744	1
854715071116849157	22183141	1
854715071116849157	45846574	1
854715071116849157	363289814	1
854715071116849157	6742412	1
854715071116849157	322754909	1
854715071116849157	2575657740	1
854715071116849157	115746254	1
854715071116849157	17520304	1
854715071116849157	19414469	1
854715071116849157	10615232	1
854715071116849157	13218102	1
854715071116849157	16056306	1
854715071116849157	18061669	1
854715071116849157	18915145	1
854715071116849157	19394188	1
854715071116849157	19726613	1
854715071116849157	21157904	1
854715071116849157	73303753	1
854715071116849157	193794406	1
854715071116849157	217543151	1
854715071116849157	233737858	1
854715071116849157	240790556	1
854715071116849157	262756641	1
854715071116849157	264219447	1
854715071116849157	275572403	1
854715071116849157	292972175	1
854715071116849157	294126378	1
854715071116849157	386092483	1
854715071116849157	1055515873	1
854715071116849157	1074480192	1
854715071116849157	1242040290	1
854715071116849157	1249982359	1
854715071116849157	120133109	1
854715071116849157	165128880	1
854715071116849157	870064093	1
854715071116849157	1152086251	1
854715071116849157	829794295355940866	1
854715071116849157	849880970	1
854715071116849157	30354991	1
854715071116849157	234128524	1
854715071116849157	771152516	1
854715071116849157	946549322	1
854715071116849157	1058520120	1
854715071116849157	1071840474	1
854715071116849157	2750127259	1
854715071116849157	2951574214	1
854715071116849157	2974648323	1
854715071116849157	3686482216	1
854715071116849157	811313565760163844	1
854715071116849157	814103950404239360	1
854715071116849157	815966620300480514	1
854715071116849157	815985039485837312	1
854715071116849157	816157667882373120	1
854715071116849157	272395158	1
854715071116849157	818910970567344128	1
854715071116849157	599530439	1
854715071116849157	3167787614	1
854715071116849157	15742985	1
854715071116849157	2990729241	1
854715071116849157	2665220291	1
854715071116849157	574405888	1
854715071116849157	741343677465890820	1
854715071116849157	550177021	1
854715071116849157	2715149515	1
854715071116849157	1613575663	1
854715071116849157	13830342	1
854715071116849157	53719634	1
854715071116849157	102455692	1
854715071116849157	912958562	1
854715071116849157	3305610617	1
854715071116849157	1869598704	1
854715071116849157	1209417007	1
854715071116849157	47404357	1
854715071116849157	25073877	1
854715071116849157	19519945	1
854715071116849157	17837506	1
854715071116849157	19401084	1
854715071116849157	18632666	1
854715071116849157	1240107944	1
854715071116849157	252819642	1
854715071116849157	18916432	1
90639372	806583915012046854	1
815931811348017152	806583915012046854	1
1060487274	806583915012046854	1
720471054	806583915012046854	1
1028854804087492613	806583915012046854	1
25755336	806583915012046854	1
1080574793630527505	806583915012046854	1
318531893	806583915012046854	1
1054381765224210432	806583915012046854	1
1074101017	806583915012046854	1
237862972	806583915012046854	1
1060370282	806583915012046854	1
278145569	806583915012046854	1
153895662	806583915012046854	1
17827531	806583915012046854	1
19576571	806583915012046854	1
34715823	806583915012046854	1
3686482216	806583915012046854	1
34047021	806583915012046854	1
880480631108644864	806583915012046854	1
2767300211	806583915012046854	1
996094929733652481	806583915012046854	1
34487135	806583915012046854	1
90490354	806583915012046854	1
124196924	806583915012046854	1
236480864	806583915012046854	1
18967498	806583915012046854	1
360783298	806583915012046854	1
108494073	806583915012046854	1
234812598	806583915012046854	1
52140667	806583915012046854	1
104358108	806583915012046854	1
331193355	806583915012046854	1
122473388	806583915012046854	1
76452765	806583915012046854	1
107514329	806583915012046854	1
1705312470	806583915012046854	1
814179031956488192	806583915012046854	1
815952318487298048	806583915012046854	1
518644221	806583915012046854	1
816298918468259841	806583915012046854	1
237763317	806583915012046854	1
1959641286	806583915012046854	1
33977070	806583915012046854	1
161913667	806583915012046854	1
713839291210792960	806583915012046854	1
29766367	806583915012046854	1
2966205003	806583915012046854	1
1051396218	806583915012046854	1
108619944	806583915012046854	1
390973130	806583915012046854	1
128235400	806583915012046854	1
220412723	806583915012046854	1
18916432	806583915012046854	1
950328072	806583915012046854	1
23124635	806583915012046854	1
584012853	806583915012046854	1
558769636	806583915012046854	1
50666947	806583915012046854	1
935368364	806583915012046854	1
305620929	806583915012046854	1
703561088	806583915012046854	1
2752601	806583915012046854	1
729711474944421890	806583915012046854	1
573916220	806583915012046854	1
818460870573441028	806583915012046854	1
25630016	806583915012046854	1
89460898	806583915012046854	1
72726159	806583915012046854	1
2970279814	806583915012046854	1
3066095122	806583915012046854	1
16703058	806583915012046854	1
237312687	806583915012046854	1
47095259	806583915012046854	1
1071840474	806583915012046854	1
2750127259	806583915012046854	1
7597712	806583915012046854	1
2863210809	806583915012046854	1
574405888	806583915012046854	1
2382685057	806583915012046854	1
1613575663	806583915012046854	1
2979344717	806583915012046854	1
21803333	806583915012046854	1
158397501	806583915012046854	1
235312723	806583915012046854	1
14247236	806583915012046854	1
818713465653051392	806583915012046854	1
818948638890217473	806583915012046854	1
65453528	806583915012046854	1
23848444	806583915012046854	1
26778110	806583915012046854	1
58579942	806583915012046854	1
776664410	806583915012046854	1
2253968388	806583915012046854	1
2964877294	806583915012046854	1
86594419	806583915012046854	1
102055261	806583915012046854	1
18956212	806583915012046854	1
819744763020775425	806583915012046854	1
38459769	806583915012046854	1
18442640	806583915012046854	1
17007608	806583915012046854	1
156975310	806583915012046854	1
35013862	806583915012046854	1
6794502	806583915012046854	1
190328374	806583915012046854	1
43955137	806583915012046854	1
19153398	806583915012046854	1
816111677917851649	806583915012046854	1
